person_cluster,area_name,variant,mentions,poems
Mary / Maria / Maarja / Mari,Uhtua,Maria,9,7
Mary / Maria / Maarja / Mari,Uhtua,Other,1,1
Mary / Maria / Maarja / Mari,Urjala,Maria,3,2
Mary / Maria / Maarja / Mari,Urvaste,Maarja,9,2
Mary / Maria / Maarja / Mari,Urvaste,Mari,21,17
Mary / Maria / Maarja / Mari,Urvaste,Other,3,2
Mary / Maria / Maarja / Mari,Uskela,Maaria,1,1
Mary / Maria / Maarja / Mari,Uskela,Maija/Maie,11,7
Mary / Maria / Maarja / Mari,Uskela,Maria,3,3
Mary / Maria / Maarja / Mari,Uukuniemi,Maaria,5,3
Mary / Maria / Maarja / Mari,Uukuniemi,Maria,4,2
Mary / Maria / Maarja / Mari,Uusikaupunki,Maija/Maie,4,4
Mary / Maria / Maarja / Mari,Uusikaupunki,Maria,1,1
Mary / Maria / Maarja / Mari,Uusikirkko Tl.,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Vahto,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Vaivara,Mari,26,17
Mary / Maria / Maarja / Mari,Vaivara,Maria,2,2
Mary / Maria / Maarja / Mari,Valkeasaari,Mari,1,1
Mary / Maria / Maarja / Mari,Valkeasaari,Maria,1,1
Mary / Maria / Maarja / Mari,Vanaja,Maaria,3,2
Mary / Maria / Maarja / Mari,Vanaja,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Varbla,Maarja,1,1
Mary / Maria / Maarja / Mari,Varbla,Mari,11,8
Mary / Maria / Maarja / Mari,Varbla,Maria,1,1
Mary / Maria / Maarja / Mari,Varpaisjärvi,Maaria,1,1
Mary / Maria / Maarja / Mari,Varpaisjärvi,Maria,2,2
Mary / Maria / Maarja / Mari,Vastseliina,Maarja,24,5
Mary / Maria / Maarja / Mari,Vastseliina,Mari,19,16
Mary / Maria / Maarja / Mari,Venjoki,Mari,3,3
Mary / Maria / Maarja / Mari,Venjoki,Maria,7,6
Mary / Maria / Maarja / Mari,Venjoki,Other,3,3
Mary / Maria / Maarja / Mari,Vesilahti,Maija/Maie,3,3
Mary / Maria / Maarja / Mari,Vesilahti,Other,1,1
Mary / Maria / Maarja / Mari,Veteli,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Vieljärvi,Maria,1,1
Mary / Maria / Maarja / Mari,Vigala,Maarja,4,3
Mary / Maria / Maarja / Mari,Vigala,Mari,17,12
Mary / Maria / Maarja / Mari,Vigala,Other,3,3
Mary / Maria / Maarja / Mari,Vihanti,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Vihanti,Maria,2,1
Mary / Maria / Maarja / Mari,Viitasaari,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Viitasaari,Maria,1,1
Mary / Maria / Maarja / Mari,Viljakkala,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Viljandi,Maaria,3,2
Mary / Maria / Maarja / Mari,Viljandi,Maarja,23,10
Mary / Maria / Maarja / Mari,Viljandi,Mari,44,26
Mary / Maria / Maarja / Mari,Viljandi,Maria,2,2
Mary / Maria / Maarja / Mari,Vimpeli,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Vimpeli,Other,2,1
Mary / Maria / Maarja / Mari,Virrat,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Virrat,Maria,1,1
Mary / Maria / Maarja / Mari,Virtasalmi,Mari,1,1
Mary / Maria / Maarja / Mari,Virtasalmi,Maria,1,1
Mary / Maria / Maarja / Mari,Viru-Jaagupi,Mari,13,8
Mary / Maria / Maarja / Mari,Viru-Nigula,Mari,31,19
Mary / Maria / Maarja / Mari,Viru-Nigula,Maria,3,3
Mary / Maria / Maarja / Mari,Viru-Nigula,Other,1,1
Mary / Maria / Maarja / Mari,Vittanki,Maria,1,1
Mary / Maria / Maarja / Mari,Vuokkiniemi,Maaria,2,2
Mary / Maria / Maarja / Mari,Vuokkiniemi,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Vuokkiniemi,Mari,13,6
Mary / Maria / Maarja / Mari,Vuokkiniemi,Maria,13,11
Mary / Maria / Maarja / Mari,Vuokkiniemi,Other,4,3
Mary / Maria / Maarja / Mari,Vuole,Maaria,3,2
Mary / Maria / Maarja / Mari,Vuole,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Vuole,Mari,6,2
Mary / Maria / Maarja / Mari,Vuole,Maria,8,5
Mary / Maria / Maarja / Mari,Vuole,Other,2,2
Mary / Maria / Maarja / Mari,Väike-Maarja,Maarja,5,5
Mary / Maria / Maarja / Mari,Väike-Maarja,Mari,24,18
Mary / Maria / Maarja / Mari,Väike-Maarja,Other,1,1
Mary / Maria / Maarja / Mari,Vändra,Maaria,1,1
Mary / Maria / Maarja / Mari,Vändra,Mari,7,6
Mary / Maria / Maarja / Mari,Võnnu,Maarja,3,2
Mary / Maria / Maarja / Mari,Võnnu,Mari,8,6
Mary / Maria / Maarja / Mari,Võnnu,Other,4,1
Mary / Maria / Maarja / Mari,Ylikiiminki,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Ylikiiminki,Maria,2,1
Mary / Maria / Maarja / Mari,Ylikiiminki,Other,1,1
Mary / Maria / Maarja / Mari,Yläne,Maija/Maie,4,3
Mary / Maria / Maarja / Mari,Äksi,Maarja,2,2
Mary / Maria / Maarja / Mari,Äksi,Mari,13,10
Mary / Maria / Maarja / Mari,Äksi,Other,2,2
Mary / Maria / Maarja / Mari,Östmark,Maija/Maie,2,1
Mary / Maria / Maarja / Mari,Östmark,Maria,1,1
Peter / Pietari / Peeter,Alatornio,Pekka,2,2
Peter / Pietari / Peeter,Alatornio,Petteri/Petri,2,2
Peter / Pietari / Peeter,Alatornio,Pietari,2,2
Peter / Pietari / Peeter,Alavus,Pekka,2,1
Peter / Pietari / Peeter,Ambla,Other,2,2
Peter / Pietari / Peeter,Ambla,Peeter,6,6
Peter / Pietari / Peeter,Anjala,Pietari,3,3
Peter / Pietari / Peeter,Anseküla,Peeter,3,2
Peter / Pietari / Peeter,Asikkala,Pekka,3,3
Peter / Pietari / Peeter,Asikkala,Pietari,4,4
Peter / Pietari / Peeter,Audru,Peeter,1,1
Peter / Pietari / Peeter,Elimäki,Pietari,1,1
Peter / Pietari / Peeter,Emmaste,Peeter,1,1
Peter / Pietari / Peeter,Eno,Pekka,1,1
Peter / Pietari / Peeter,Eno,Petteri/Petri,1,1
Peter / Pietari / Peeter,Eno,Pietari,4,4
Peter / Pietari / Peeter,Enonkoski,Pietari,1,1
Peter / Pietari / Peeter,Haapajärvi,Pekka,1,1
Peter / Pietari / Peeter,Hageri,Other,1,1
Peter / Pietari / Peeter,Hageri,Peeter,1,1
Peter / Pietari / Peeter,Haljala,Peeter,6,6
Peter / Pietari / Peeter,Halliste,Other,1,1
Peter / Pietari / Peeter,Halliste,Peeter,16,9
Peter / Pietari / Peeter,Hanila,Peeter,3,1
Peter / Pietari / Peeter,Harjavalta,Pietari,1,1
Peter / Pietari / Peeter,Harju-Jaani,Peeter,2,2
Peter / Pietari / Peeter,Harju-Madise,Other,1,1
Peter / Pietari / Peeter,Harju-Madise,Peeter,4,2
Peter / Pietari / Peeter,Hartola,Pekka,1,1
Peter / Pietari / Peeter,Hattula,Pekka,3,3
Peter / Pietari / Peeter,Hattula,Pietari,4,4
Peter / Pietari / Peeter,Hauho,Pietari,1,1
Peter / Pietari / Peeter,Heinjoki,Pietari,2,2
Peter / Pietari / Peeter,Heinävesi,Pekka,11,11
Peter / Pietari / Peeter,Heinävesi,Pietari,3,3
Peter / Pietari / Peeter,Helme,Other,2,1
Peter / Pietari / Peeter,Helme,Peeter,16,11
Peter / Pietari / Peeter,Helsinki,Pietari,4,4
Peter / Pietari / Peeter,Hiitola,Pietari,1,1
Peter / Pietari / Peeter,Hirvensalmi,Pietari,1,1
Peter / Pietari / Peeter,Hollola,Pietari,2,2
Peter / Pietari / Peeter,Honkajoki,Petteri/Petri,1,1
Peter / Pietari / Peeter,Huittinen,Pekka,1,1
Peter / Pietari / Peeter,Hyvinkää,Pietari,1,1
Peter / Pietari / Peeter,Hämeenlinna,Pietari,1,1
Peter / Pietari / Peeter,Häädemeeste,Peeter,1,1
Peter / Pietari / Peeter,Iisaku,Peeter,1,1
Peter / Pietari / Peeter,Iisalmi,Pekka,2,2
Peter / Pietari / Peeter,Iisalmi,Pietari,2,2
Peter / Pietari / Peeter,Ilmajoki,Pietari,1,1
Peter / Pietari / Peeter,Ilomantsi,Other,1,1
Peter / Pietari / Peeter,Ilomantsi,Pekka,14,12
Peter / Pietari / Peeter,Ilomantsi,Petteri/Petri,1,1
Peter / Pietari / Peeter,Ilomantsi,Pietari,38,16
Peter / Pietari / Peeter,Impilahti,Pekka,4,4
Peter / Pietari / Peeter,Impilahti,Petteri/Petri,3,1
Peter / Pietari / Peeter,Impilahti,Pietari,4,4
Peter / Pietari / Peeter,Inkere,Pietari,1,1
Peter / Pietari / Peeter,Isojoki,Pietari,1,1
Peter / Pietari / Peeter,Jaakkima,Pekka,2,2
Peter / Pietari / Peeter,Jaakkima,Pietari,3,3
Peter / Pietari / Peeter,Jaani,Peeter,2,2
Peter / Pietari / Peeter,Jalasjärvi,Pietari,1,1
Peter / Pietari / Peeter,Janakkala,Pietari,1,1
Peter / Pietari / Peeter,Joensuu,Pekka,1,1
Peter / Pietari / Peeter,Johannes,Pietari,2,2
Peter / Pietari / Peeter,Joroinen,Pekka,4,4
Peter / Pietari / Peeter,Joroinen,Pietari,5,3
Peter / Pietari / Peeter,Joutseno,Pietari,1,1
Peter / Pietari / Peeter,Jurva,Pietari,1,1
Peter / Pietari / Peeter,Juuka,Pekka,2,2
Peter / Pietari / Peeter,Juuka,Pietari,1,1
Peter / Pietari / Peeter,Juva,Pekka,2,2
Peter / Pietari / Peeter,Juva,Petteri/Petri,1,1
Peter / Pietari / Peeter,Juva,Pietari,3,3
Peter / Pietari / Peeter,Jällivaara,Petteri/Petri,1,1
Peter / Pietari / Peeter,Järva-Jaani,Peeter,6,5
Peter / Pietari / Peeter,Järva-Madise,Peeter,5,5
Peter / Pietari / Peeter,Jõelähtme,Peeter,3,3
Peter / Pietari / Peeter,Jõhvi,Peeter,20,9
Peter / Pietari / Peeter,Jüri,Peeter,1,1
Peter / Pietari / Peeter,Kaarina,Pietari,1,1
Peter / Pietari / Peeter,Kaarma,Peeter,1,1
Peter / Pietari / Peeter,Kaavi,Pekka,3,3
Peter / Pietari / Peeter,Kaavi,Pietari,4,4
Peter / Pietari / Peeter,Kadrina,Peeter,16,13
Peter / Pietari / Peeter,Kalvola,Pietari,1,1
Peter / Pietari / Peeter,Kambja,Peeter,3,1
Peter / Pietari / Peeter,Kanepi,Peeter,1,1
Peter / Pietari / Peeter,Kangasala,Pietari,2,2
Peter / Pietari / Peeter,Kangaslampi,Pekka,4,4
Peter / Pietari / Peeter,Kangaslampi,Pietari,1,1
Peter / Pietari / Peeter,Kangasniemi,Pekka,3,3
Peter / Pietari / Peeter,Kankaanpää,Pietari,1,1
Peter / Pietari / Peeter,Kaprio,Other,1,1
Peter / Pietari / Peeter,Kaprio,Petteri/Petri,3,3
Peter / Pietari / Peeter,Kaprio,Pietari,3,2
Peter / Pietari / Peeter,Karja,Peeter,2,2
Peter / Pietari / Peeter,Karksi,Other,1,1
Peter / Pietari / Peeter,Karksi,Peeter,26,14
Peter / Pietari / Peeter,Karstula,Pekka,1,1
Peter / Pietari / Peeter,Karttula,Pekka,1,1
Peter / Pietari / Peeter,Karttula,Pietari,3,3
Peter / Pietari / Peeter,Karula,Peeter,2,1
Peter / Pietari / Peeter,Karuna,Pekka,1,1
Peter / Pietari / Peeter,Karuna,Pietari,2,2
Peter / Pietari / Peeter,Karunki,Pekka,1,1
Peter / Pietari / Peeter,Karunki,Pietari,1,1
Peter / Pietari / Peeter,Karuse,Peeter,1,1
Peter / Pietari / Peeter,Kattila,Other,2,1
Peter / Pietari / Peeter,Kattila,Petteri/Petri,1,1
Peter / Pietari / Peeter,Kattila,Pietari,1,1
Peter / Pietari / Peeter,Kauhava,Pietari,1,1
Peter / Pietari / Peeter,Kaukola,Pekka,1,1
Peter / Pietari / Peeter,Kaukola,Pietari,1,1
Peter / Pietari / Peeter,Kaustinen,Other,1,1
Peter / Pietari / Peeter,Keikyä,Pietari,1,1
Peter / Pietari / Peeter,Keila,Peeter,1,1
Peter / Pietari / Peeter,Keltto,Pietari,3,2
Peter / Pietari / Peeter,Kemi,Pekka,1,1
Peter / Pietari / Peeter,Kemi,Petteri/Petri,3,3
Peter / Pietari / Peeter,Kemi,Pietari,1,1
Peter / Pietari / Peeter,Kerimäki,Pekka,4,3
Peter / Pietari / Peeter,Kerimäki,Pietari,1,1
Peter / Pietari / Peeter,Kestilä,Pekka,3,2
Peter / Pietari / Peeter,Kesälahti,Pekka,1,1
Peter / Pietari / Peeter,Kesälahti,Pietari,7,3
Peter / Pietari / Peeter,Kiihtelysvaara,Pekka,1,1
Peter / Pietari / Peeter,Kiihtelysvaara,Pietari,8,5
Peter / Pietari / Peeter,Kiikka,Petteri/Petri,1,1
Peter / Pietari / Peeter,Kiikoinen,Pietari,1,1
Peter / Pietari / Peeter,Kiimaisjärvi,Pietari,2,2
Peter / Pietari / Peeter,Kirvu,Pekka,1,1
Peter / Pietari / Peeter,Kisko,Pietari,1,1
Peter / Pietari / Peeter,Kitee,Pekka,7,5
Peter / Pietari / Peeter,Kitee,Pietari,9,6
Peter / Pietari / Peeter,Kiukainen,Pietari,1,1
Peter / Pietari / Peeter,Kiuruvesi,Pekka,6,6
Peter / Pietari / Peeter,Kiuruvesi,Pietari,1,1
Peter / Pietari / Peeter,Kivennapa,Pekka,1,1
Peter / Pietari / Peeter,Kivennapa,Pietari,6,5
Peter / Pietari / Peeter,Kodavere,Peeter,1,1
Peter / Pietari / Peeter,Koeru,Peeter,15,6
Peter / Pietari / Peeter,Koivisto,Pekka,5,3
Peter / Pietari / Peeter,Koivisto,Petteri/Petri,1,1
Peter / Pietari / Peeter,Koivisto,Pietari,1,1
Peter / Pietari / Peeter,Kolga-Jaani,Peeter,16,5
Peter / Pietari / Peeter,Konnevesi,Pekka,1,1
Peter / Pietari / Peeter,Kontiolahti,Pekka,3,3
Peter / Pietari / Peeter,Kontiolahti,Pietari,4,3
Peter / Pietari / Peeter,Kontokki,Petteri/Petri,1,1
Peter / Pietari / Peeter,Koprina,Pekka,1,1
Peter / Pietari / Peeter,Koprina,Pietari,1,1
Peter / Pietari / Peeter,Korpiselkä,Other,2,1
Peter / Pietari / Peeter,Korpiselkä,Pekka,2,2
Peter / Pietari / Peeter,Korpiselkä,Pietari,20,5
Peter / Pietari / Peeter,Kose,Peeter,4,4
Peter / Pietari / Peeter,Kuhmo,Pekka,2,2
Peter / Pietari / Peeter,Kuhmo,Pietari,1,1
Peter / Pietari / Peeter,Kuhmoinen,Pietari,4,4
Peter / Pietari / Peeter,Kullamaa,Peeter,2,1
Peter / Pietari / Peeter,Kuolemajärvi,Pekka,1,1
Peter / Pietari / Peeter,Kuolemajärvi,Pietari,1,1
Peter / Pietari / Peeter,Kuopio,Pekka,5,5
Peter / Pietari / Peeter,Kuopio,Pietari,2,2
Peter / Pietari / Peeter,Kupanitsa,Pietari,1,1
Peter / Pietari / Peeter,Kurikka,Pekka,1,1
Peter / Pietari / Peeter,Kurkijoki,Petteri/Petri,1,1
Peter / Pietari / Peeter,Kursi,Peeter,2,1
Peter / Pietari / Peeter,Kuujärvi,Pietari,2,1
Peter / Pietari / Peeter,Kuusalu,Other,1,1
Peter / Pietari / Peeter,Kuusalu,Peeter,13,10
Peter / Pietari / Peeter,Kuusalu,Pietari,1,1
Peter / Pietari / Peeter,Kuusjoki,Pietari,2,2
Peter / Pietari / Peeter,Kuusjärvi,Pietari,2,1
Peter / Pietari / Peeter,Kymi,Pietari,2,2
Peter / Pietari / Peeter,Käina,Peeter,1,1
Peter / Pietari / Peeter,Käkisalmi,Pietari,1,1
Peter / Pietari / Peeter,Kärla,Peeter,4,2
Peter / Pietari / Peeter,Kõpu,Other,2,1
Peter / Pietari / Peeter,Kõpu,Peeter,3,2
Peter / Pietari / Peeter,Lahti,Pietari,1,1
Peter / Pietari / Peeter,Laihia,Petteri/Petri,1,1
Peter / Pietari / Peeter,Laihia,Pietari,4,4
Peter / Pietari / Peeter,Laiuse,Other,1,1
Peter / Pietari / Peeter,Laiuse,Peeter,3,3
Peter / Pietari / Peeter,Lapinlahti,Pietari,1,1
Peter / Pietari / Peeter,Lappajärvi,Pietari,1,1
Peter / Pietari / Peeter,Lappee,Pekka,3,1
Peter / Pietari / Peeter,Lappee,Pietari,2,2
Peter / Pietari / Peeter,Lapua,Pekka,1,1
Peter / Pietari / Peeter,Lapua,Pietari,1,1
Peter / Pietari / Peeter,Lapväärtti,Pietari,1,1
Peter / Pietari / Peeter,Laukaa,Pietari,1,1
Peter / Pietari / Peeter,Lavansaari,Pekka,1,1
Peter / Pietari / Peeter,Lekvattnet,Pietari,1,1
Peter / Pietari / Peeter,Lemi,Pekka,1,1
Peter / Pietari / Peeter,Lemi,Pietari,1,1
Peter / Pietari / Peeter,Lempaala,Other,1,1
Peter / Pietari / Peeter,Lempaala,Pietari,8,8
Peter / Pietari / Peeter,Leppävirta,Pekka,9,9
Peter / Pietari / Peeter,Leppävirta,Pietari,5,5
Peter / Pietari / Peeter,Lieto,Pietari,2,2
Peter / Pietari / Peeter,Liissilä,Pietari,6,6
Peter / Pietari / Peeter,Liminka,Pekka,2,1
Peter / Pietari / Peeter,Liperi,Other,1,1
Peter / Pietari / Peeter,Liperi,Pekka,1,1
Peter / Pietari / Peeter,Liperi,Petteri/Petri,1,1
Peter / Pietari / Peeter,Liperi,Pietari,2,2
Peter / Pietari / Peeter,Loppi,Pietari,2,2
Peter / Pietari / Peeter,Luhanka,Pietari,1,1
Peter / Pietari / Peeter,Lumivaara,Pekka,1,1
Peter / Pietari / Peeter,Lumivaara,Pietari,2,2
Peter / Pietari / Peeter,Längelmäki,Pietari,2,2
Peter / Pietari / Peeter,Lääne-Nigula,Peeter,2,1
Peter / Pietari / Peeter,Lüganuse,Peeter,3,2
Peter / Pietari / Peeter,Maaninka,Pekka,7,7
Peter / Pietari / Peeter,Maaninka,Petteri/Petri,1,1
Peter / Pietari / Peeter,Maaninka,Pietari,2,2
Peter / Pietari / Peeter,Maaria,Petteri/Petri,1,1
Peter / Pietari / Peeter,Maaria,Pietari,1,1
Peter / Pietari / Peeter,Maarja-Magdaleena,Peeter,4,3
Peter / Pietari / Peeter,Maksuatiha,Pietari,2,2
Peter / Pietari / Peeter,Markkova,Pietari,1,1
Peter / Pietari / Peeter,Martna,Peeter,1,1
Peter / Pietari / Peeter,Merijärvi,Pietari,1,1
Peter / Pietari / Peeter,Merikarvia,Pietari,1,1
Peter / Pietari / Peeter,Merimasku,Pietari,2,2
Peter / Pietari / Peeter,Messukylä,Pietari,1,1
Peter / Pietari / Peeter,Metsäpirtti,Pekka,1,1
Peter / Pietari / Peeter,Metsäpirtti,Pietari,1,1
Peter / Pietari / Peeter,Miehikkälä,Pietari,1,1
Peter / Pietari / Peeter,Mikkeli,Pietari,1,1
Peter / Pietari / Peeter,Moloskovitsa,Pietari,9,9
Peter / Pietari / Peeter,Muhos,Pekka,1,1
Peter / Pietari / Peeter,Muhu,Peeter,5,3
Peter / Pietari / Peeter,Muolaa,Pekka,2,2
Peter / Pietari / Peeter,Muolaa,Pietari,1,1
Peter / Pietari / Peeter,Muonio,Petteri/Petri,1,1
Peter / Pietari / Peeter,Mustjala,Peeter,1,1
Peter / Pietari / Peeter,Muurla,Petteri/Petri,1,1
Peter / Pietari / Peeter,Muurla,Pietari,1,1
Peter / Pietari / Peeter,Mäntsälä,Pekka,1,1
Peter / Pietari / Peeter,Mäntsälä,Pietari,1,1
Peter / Pietari / Peeter,Mäntyharju,Pekka,2,1
Peter / Pietari / Peeter,Mäntyharju,Pietari,1,1
Peter / Pietari / Peeter,Märjamaa,Peeter,1,1
Peter / Pietari / Peeter,Narvusi,Pekka,3,1
Peter / Pietari / Peeter,Narvusi,Petteri/Petri,14,14
Peter / Pietari / Peeter,Narvusi,Pietari,27,19
Peter / Pietari / Peeter,Nastola,Pietari,2,2
Peter / Pietari / Peeter,Nekkula,Pietari,1,1
Peter / Pietari / Peeter,Nilsiä,Pekka,8,6
Peter / Pietari / Peeter,Nilsiä,Pietari,2,2
Peter / Pietari / Peeter,Noarootsi,Other,6,1
Peter / Pietari / Peeter,Noormarkku,Pietari,2,2
Peter / Pietari / Peeter,Nurmes,Pekka,19,19
Peter / Pietari / Peeter,Nurmes,Pietari,9,9
Peter / Pietari / Peeter,Orimattila,Other,2,1
Peter / Pietari / Peeter,Orimattila,Pietari,3,3
Peter / Pietari / Peeter,Otepää,Other,1,1
Peter / Pietari / Peeter,Otepää,Peeter,2,2
Peter / Pietari / Peeter,Oulunsalo,Pietari,1,1
Peter / Pietari / Peeter,Paatene,Pietari,1,1
Peter / Pietari / Peeter,Paattinen,Pekka,1,1
Peter / Pietari / Peeter,Paavola,Pekka,1,1
Peter / Pietari / Peeter,Paistu,Other,3,2
Peter / Pietari / Peeter,Paistu,Peeter,15,10
Peter / Pietari / Peeter,Palamuse,Peeter,3,2
Peter / Pietari / Peeter,Paltamo,Pekka,1,1
Peter / Pietari / Peeter,Parikkala,Pietari,3,3
Peter / Pietari / Peeter,Parkano,Pietari,3,3
Peter / Pietari / Peeter,Peetri,Peeter,8,6
Peter / Pietari / Peeter,Perho,Pekka,2,1
Peter / Pietari / Peeter,Perho,Pietari,2,2
Peter / Pietari / Peeter,Perniö,Pietari,3,3
Peter / Pietari / Peeter,Pertteli,Pietari,1,1
Peter / Pietari / Peeter,Pieksämäki,Pekka,3,3
Peter / Pietari / Peeter,Pieksämäki,Pietari,1,1
Peter / Pietari / Peeter,Pielavesi,Pekka,11,10
Peter / Pietari / Peeter,Pielavesi,Pietari,5,4
Peter / Pietari / Peeter,Pielisjärvi,Pekka,2,1
Peter / Pietari / Peeter,Pielisjärvi,Pietari,1,1
Peter / Pietari / Peeter,Pihtipudas,Pekka,1,1
Peter / Pietari / Peeter,Pilistvere,Peeter,11,3
Peter / Pietari / Peeter,Polvijärvi,Pekka,4,4
Peter / Pietari / Peeter,Polvijärvi,Pietari,2,2
Peter / Pietari / Peeter,Porajärvi,Pekka,8,4
Peter / Pietari / Peeter,Porajärvi,Pietari,7,5
Peter / Pietari / Peeter,Pori,Pekka,2,2
Peter / Pietari / Peeter,Pori,Pietari,1,1
Peter / Pietari / Peeter,Pudasjärvi,Pekka,1,1
Peter / Pietari / Peeter,Pudasjärvi,Pietari,1,1
Peter / Pietari / Peeter,Puhja,Peeter,5,5
Peter / Pietari / Peeter,Puolanka,Pekka,1,1
Peter / Pietari / Peeter,Puumala,Pekka,5,3
Peter / Pietari / Peeter,Puumala,Pietari,10,3
Peter / Pietari / Peeter,Pyhäjärvi Ol.,Pekka,2,2
Peter / Pietari / Peeter,Pyhäjärvi Ul.,Pietari,1,1
Peter / Pietari / Peeter,Pyhäjärvi Vpl.,Pekka,2,2
Peter / Pietari / Peeter,Pyhäjärvi Vpl.,Pietari,2,2
Peter / Pietari / Peeter,Pyhäranta,Pietari,1,1
Peter / Pietari / Peeter,Pyhäselkä,Pekka,3,3
Peter / Pietari / Peeter,Pyhäselkä,Pietari,1,1
Peter / Pietari / Peeter,Pylkönmäki,Pietari,1,1
Peter / Pietari / Peeter,Pälkjärvi,Pietari,5,2
Peter / Pietari / Peeter,Pärnu,Peeter,5,4
Peter / Pietari / Peeter,Pärnu-Jaagupi,Peeter,2,2
Peter / Pietari / Peeter,Põltsamaa,Peeter,8,4
Peter / Pietari / Peeter,Põlva,Other,1,1
Peter / Pietari / Peeter,Põlva,Peeter,7,3
Peter / Pietari / Peeter,Pöide,Peeter,4,3
Peter / Pietari / Peeter,Pöytyä,Pekka,1,1
Peter / Pietari / Peeter,Pöytyä,Pietari,2,2
Peter / Pietari / Peeter,Pühalepa,Peeter,4,2
Peter / Pietari / Peeter,Rakvere,Peeter,1,1
Peter / Pietari / Peeter,Rannu,Other,1,1
Peter / Pietari / Peeter,Rannu,Peeter,3,2
Peter / Pietari / Peeter,Rantsila,Pekka,4,4
Peter / Pietari / Peeter,Rantsila,Pietari,2,2
Peter / Pietari / Peeter,Ranua,Pekka,2,1
Peter / Pietari / Peeter,Ranua,Pietari,2,2
Peter / Pietari / Peeter,Rauma,Pietari,5,5
Peter / Pietari / Peeter,Rautalampi,Pekka,2,2
Peter / Pietari / Peeter,Rautavaara,Pekka,2,2
Peter / Pietari / Peeter,Rautavaara,Pietari,6,4
Peter / Pietari / Peeter,Rautu,Pietari,3,3
Peter / Pietari / Peeter,Reigi,Other,1,1
Peter / Pietari / Peeter,Reigi,Peeter,1,1
Peter / Pietari / Peeter,Renko,Pietari,2,2
Peter / Pietari / Peeter,Repola,Petteri/Petri,2,2
Peter / Pietari / Peeter,Repola,Pietari,7,4
Peter / Pietari / Peeter,Risti,Other,6,1
Peter / Pietari / Peeter,Risti,Peeter,4,2
Peter / Pietari / Peeter,Ristiina,Pekka,2,2
Peter / Pietari / Peeter,Ristiina,Pietari,3,1
Peter / Pietari / Peeter,Ristijärvi,Pekka,2,2
Peter / Pietari / Peeter,Rovaniemi,Petteri/Petri,3,3
Peter / Pietari / Peeter,Rovaniemi,Pietari,1,1
Peter / Pietari / Peeter,Ruokolahti,Pietari,1,1
Peter / Pietari / Peeter,Ruovesi,Pekka,1,1
Peter / Pietari / Peeter,Ruovesi,Pietari,1,1
Peter / Pietari / Peeter,Rymättylä,Pekka,1,1
Peter / Pietari / Peeter,Räisälä,Pietari,2,2
Peter / Pietari / Peeter,Räpina,Other,5,1
Peter / Pietari / Peeter,Räpina,Peeter,16,4
Peter / Pietari / Peeter,Rääkkylä,Pekka,2,2
Peter / Pietari / Peeter,Rääkkylä,Pietari,6,4
Peter / Pietari / Peeter,Rõngu,Other,2,2
Peter / Pietari / Peeter,Rõngu,Peeter,7,6
Peter / Pietari / Peeter,Rõuge,Peeter,2,2
Peter / Pietari / Peeter,Saari,Pekka,3,3
Peter / Pietari / Peeter,Saarijärvi,Pekka,2,2
Peter / Pietari / Peeter,Saarijärvi,Pietari,5,5
Peter / Pietari / Peeter,Sakkola,Pietari,2,2
Peter / Pietari / Peeter,Salmi,Pekka,1,1
Peter / Pietari / Peeter,Salmi,Petteri/Petri,1,1
Peter / Pietari / Peeter,Salmi,Pietari,19,6
Peter / Pietari / Peeter,Salo,Pekka,1,1
Peter / Pietari / Peeter,Sandova,Pietari,1,1
Peter / Pietari / Peeter,Sangaste,Peeter,8,4
Peter / Pietari / Peeter,Sauvo,Other,1,1
Peter / Pietari / Peeter,Sauvo,Pietari,1,1
Peter / Pietari / Peeter,Savitaipale,Other,1,1
Peter / Pietari / Peeter,Savitaipale,Pietari,3,2
Peter / Pietari / Peeter,Savonlinna,Pekka,4,3
Peter / Pietari / Peeter,Savonlinna,Pietari,2,2
Peter / Pietari / Peeter,Seiskari,Pietari,2,1
Peter / Pietari / Peeter,Serepetta,Petteri/Petri,3,3
Peter / Pietari / Peeter,Serepetta,Pietari,2,2
Peter / Pietari / Peeter,Setumaa,Other,1,1
Peter / Pietari / Peeter,Setumaa,Peeter,10,5
Peter / Pietari / Peeter,Siilinjärvi,Pekka,1,1
Peter / Pietari / Peeter,Simo,Pekka,4,3
Peter / Pietari / Peeter,Simuna,Peeter,3,2
Peter / Pietari / Peeter,Sippola,Pekka,1,1
Peter / Pietari / Peeter,Sippola,Pietari,1,1
Peter / Pietari / Peeter,Skuoritsa,Petteri/Petri,1,1
Peter / Pietari / Peeter,Soanlahti,Petteri/Petri,2,2
