person_cluster,tokens,variant_tokens,poems,variation_rate,person_category,same_person_confidence
Tõistre,1,0,1,0.0,unmapped_possible_person_name,low
Tõndsu,1,0,1,0.0,unmapped_possible_person_name,low
Ytikko,1,0,1,0.0,unmapped_possible_person_name,low
Yrstin,1,0,1,0.0,unmapped_possible_person_name,low
Tõnikse,1,0,1,0.0,unmapped_possible_person_name,low
Unnolla,1,1,1,1.0,unmapped_possible_person_name,low
Ymmäntrö,1,0,1,0.0,unmapped_possible_person_name,low
Ylskylä,1,0,1,0.0,unmapped_possible_person_name,low
Tõnule,1,0,1,0.0,unmapped_possible_person_name,low
Yllö,1,1,1,1.0,unmapped_possible_person_name,low
Vuokatti,1,1,1,1.0,unmapped_possible_person_name,low
Tõnn,1,0,1,0.0,unmapped_possible_person_name,low
Tõnn? (uncertain),1,1,1,1.0,unmapped_possible_person_name,low
Tõnnis,1,0,1,0.0,unmapped_possible_person_name,low
Tõntsu,1,0,1,0.0,unmapped_possible_person_name,low
Unno,1,0,1,0.0,unmapped_possible_person_name,low
Türä,1,0,1,0.0,unmapped_possible_person_name,low
Tüür,1,0,1,0.0,unmapped_possible_person_name,low
Wäisänen,1,0,1,0.0,unmapped_possible_person_name,low
Väsmaro,1,0,1,0.0,unmapped_possible_person_name,low
Undre/Proper name,1,1,1,1.0,unmapped_possible_person_name,low
Umeon,1,0,1,0.0,unmapped_possible_person_name,low
Uikvere,1,0,1,0.0,unmapped_possible_person_name,low
Väänatud?,1,1,1,1.0,unmapped_possible_person_name,low
Vätti,1,0,1,0.0,unmapped_possible_person_name,low
Umbsu,1,0,1,0.0,unmapped_possible_person_name,low
Ukku,1,0,1,0.0,unmapped_possible_person_name,low
Vänänen,1,0,1,0.0,unmapped_possible_person_name,low
Willikkala,1,0,1,0.0,unmapped_possible_person_name,low
Väntinen,1,0,1,0.0,unmapped_possible_person_name,low
Ulli,1,0,1,0.0,unmapped_possible_person_name,low
Vändinen,1,0,1,0.0,unmapped_possible_person_name,low
Ullas,1,1,1,1.0,unmapped_possible_person_name,low
Väinö/väinä,1,1,1,1.0,unmapped_possible_person_name,low
Vutti,1,1,1,1.0,unmapped_possible_person_name,low
Vuotla,1,0,1,0.0,unmapped_possible_person_name,low
Uido,1,0,1,0.0,unmapped_possible_person_name,low
Väätsa,1,0,1,0.0,unmapped_possible_person_name,low
Võhma,1,0,1,0.0,unmapped_possible_person_name,low
Võivaku,1,0,1,0.0,unmapped_possible_person_name,low
Tšuuru,1,1,1,1.0,unmapped_possible_person_name,low
Unkumi,1,0,1,0.0,unmapped_possible_person_name,low
Willi/villi,1,1,1,1.0,unmapped_possible_person_name,low
Wiinhuuvi,1,0,1,0.0,unmapped_possible_person_name,low
Vuoli,1,0,1,0.0,unmapped_possible_person_name,low
Võru,1,0,1,0.0,unmapped_possible_person_name,low
Uatila,1,0,1,0.0,unmapped_possible_person_name,low
Ubaris,1,0,1,0.0,unmapped_possible_person_name,low
Udeval,1,0,1,0.0,unmapped_possible_person_name,low
Vuoliantar,1,0,1,0.0,unmapped_possible_person_name,low
Võivistvere,1,0,1,0.0,unmapped_possible_person_name,low
Uffotkaa,1,1,1,1.0,unmapped_possible_person_name,low
Uhalpea (proper noun),1,1,1,1.0,unmapped_possible_person_name,low
Võivere,1,0,1,0.0,unmapped_possible_person_name,low
Uhtna,1,0,1,0.0,unmapped_possible_person_name,low
Tõdu,1,0,1,0.0,unmapped_possible_person_name,low
Täänilinna,1,1,1,1.0,unmapped_possible_person_name,low
Tätilä,1,0,1,0.0,unmapped_possible_person_name,low
Tuuloksi,1,0,1,0.0,unmapped_possible_person_name,low
annukainen,1,0,1,0.0,unmapped_possible_person_name,low
anneteke,1,1,1,1.0,unmapped_possible_person_name,low
Tutjelmoinen,1,0,1,0.0,unmapped_possible_person_name,low
Tuu,1,0,1,0.0,unmapped_possible_person_name,low
anneli,1,1,1,1.0,unmapped_possible_person_name,low
Tuud,1,0,1,0.0,unmapped_possible_person_name,low
Voka,1,0,1,0.0,unmapped_possible_person_name,low
Tuuni,1,0,1,0.0,unmapped_possible_person_name,low
Volla,1,1,1,1.0,unmapped_possible_person_name,low
Tuupala,1,0,1,0.0,unmapped_possible_person_name,low
anja/hän,1,1,1,1.0,unmapped_possible_person_name,low
anikka (hypocoristic name?),1,0,1,0.0,unmapped_possible_person_name,low
Tuurettuinen,1,0,1,0.0,unmapped_possible_person_name,low
Volga,1,0,1,0.0,unmapped_possible_person_name,low
Tuuri (name),1,0,1,0.0,unmapped_possible_person_name,low
andrukas,1,0,1,0.0,unmapped_possible_person_name,low
annukka,1,1,1,1.0,unmapped_possible_person_name,low
Tussi,1,0,1,0.0,unmapped_possible_person_name,low
Unto + maa,1,0,1,0.0,unmapped_possible_person_name,low
anu (proper noun),1,1,1,1.0,unmapped_possible_person_name,low
Turso,1,0,1,0.0,unmapped_possible_person_name,low
eilen,1,1,1,1.0,unmapped_possible_person_name,low
Turtila,1,0,1,0.0,unmapped_possible_person_name,low
eideke,1,1,1,1.0,unmapped_possible_person_name,low
eevakka,1,0,1,0.0,unmapped_possible_person_name,low
eero & maa,1,1,1,1.0,unmapped_possible_person_name,low
Turu,1,0,1,0.0,unmapped_possible_person_name,low
eepriline pull,1,1,1,1.0,unmapped_possible_person_name,low
eeli/eerinkki,1,1,1,1.0,unmapped_possible_person_name,low
Turunen,1,0,1,0.0,unmapped_possible_person_name,low
Tussa,1,0,1,0.0,unmapped_possible_person_name,low
Voadu,1,0,1,0.0,unmapped_possible_person_name,low
edon (name) / eto (archaic),1,1,1,1.0,unmapped_possible_person_name,low
aru/Arju,1,0,1,0.0,unmapped_possible_person_name,low
Unttermo,1,1,1,1.0,unmapped_possible_person_name,low
Volku,1,0,1,0.0,unmapped_possible_person_name,low
Tuusjärvi,1,0,1,0.0,unmapped_possible_person_name,low
Täntti,1,1,1,1.0,unmapped_possible_person_name,low
Ytti,1,1,1,1.0,unmapped_possible_person_name,low
Tynkkönen,1,0,1,0.0,unmapped_possible_person_name,low
Zitting,1,0,1,0.0,unmapped_possible_person_name,low
Yörä,1,0,1,0.0,unmapped_possible_person_name,low
Tyrmä,1,0,1,0.0,unmapped_possible_person_name,low
Tyrmä (place),1,0,1,0.0,unmapped_possible_person_name,low
Tyrmäkoski,1,0,1,0.0,unmapped_possible_person_name,low
Yyrilä,1,1,1,1.0,unmapped_possible_person_name,low
Tyrnä (proper noun) / tyrni,1,1,1,1.0,unmapped_possible_person_name,low
allinkaisa,1,0,1,0.0,unmapped_possible_person_name,low
Tyrsövä,1,0,1,0.0,unmapped_possible_person_name,low
Tyrvä,1,0,1,0.0,unmapped_possible_person_name,low
Tyry,1,0,1,0.0,unmapped_possible_person_name,low
Tyyne,1,1,1,1.0,unmapped_possible_person_name,low
Yttelä,1,0,1,0.0,unmapped_possible_person_name,low
Tyytill,1,0,1,0.0,unmapped_possible_person_name,low
Tählveren,1,0,1,0.0,unmapped_possible_person_name,low
Tykkylä,1,0,1,0.0,unmapped_possible_person_name,low
Tver,1,0,1,0.0,unmapped_possible_person_name,low
Tvattila,1,0,1,0.0,unmapped_possible_person_name,low
Vuase,1,0,1,0.0,unmapped_possible_person_name,low
Voolas,1,0,1,0.0,unmapped_possible_person_name,low
Tuuteri (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
alli & lapsi,1,1,1,1.0,unmapped_possible_person_name,low
akkeri & kaija,1,0,1,0.0,unmapped_possible_person_name,low
Vorttilova,1,0,1,0.0,unmapped_possible_person_name,low
"ai, tiit",1,0,1,0.0,unmapped_possible_person_name,low
ahven & Antti,1,0,1,0.0,unmapped_possible_person_name,low
Vorvali (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
Tuuterissa,1,1,1,1.0,unmapped_possible_person_name,low
Tuuti,1,1,1,1.0,unmapped_possible_person_name,low
ahilauha,1,0,1,0.0,unmapped_possible_person_name,low
Tuutsi,1,1,1,1.0,unmapped_possible_person_name,low
aakari,1,1,1,1.0,unmapped_possible_person_name,low
Unnonmaa,1,1,1,1.0,unmapped_possible_person_name,low
aadu,1,1,1,1.0,unmapped_possible_person_name,low
jütsik,1,0,1,0.0,unmapped_possible_person_name,low
k,1,0,1,0.0,unmapped_possible_person_name,low
Uuho*,1,1,1,1.0,unmapped_possible_person_name,low
Temminen,1,0,1,0.0,unmapped_possible_person_name,low
Teikko,1,0,1,0.0,unmapped_possible_person_name,low
liikanimistö,1,0,1,0.0,unmapped_possible_person_name,low
letty,1,0,1,0.0,unmapped_possible_person_name,low
Villu,1,0,1,0.0,unmapped_possible_person_name,low
Teiskola,1,0,1,0.0,unmapped_possible_person_name,low
Tellervo,1,0,1,0.0,unmapped_possible_person_name,low
leski-Iro,1,1,1,1.0,unmapped_possible_person_name,low
Tenhula,1,0,1,0.0,unmapped_possible_person_name,low
Teijeri,1,0,1,0.0,unmapped_possible_person_name,low
Tenhunen,1,0,1,0.0,unmapped_possible_person_name,low
Tennassilma,1,1,1,1.0,unmapped_possible_person_name,low
Villänd,1,0,1,0.0,unmapped_possible_person_name,low
leppäpirkko,1,0,1,0.0,unmapped_possible_person_name,low
lepatriinu,1,0,1,0.0,unmapped_possible_person_name,low
Tenu,1,0,1,0.0,unmapped_possible_person_name,low
Vilma/vilma,1,1,1,1.0,unmapped_possible_person_name,low
Teijula,1,1,1,1.0,unmapped_possible_person_name,low
liila,1,0,1,0.0,unmapped_possible_person_name,low
Vajakkalaan,1,1,1,1.0,unmapped_possible_person_name,low
Teele,1,0,1,0.0,unmapped_possible_person_name,low
limppu & Pirje,1,0,1,0.0,unmapped_possible_person_name,low
Valio,1,0,1,0.0,unmapped_possible_person_name,low
liiv,1,1,1,1.0,unmapped_possible_person_name,low
Taunus,1,0,1,0.0,unmapped_possible_person_name,low
Tauri,1,0,1,0.0,unmapped_possible_person_name,low
Tavi,1,0,1,0.0,unmapped_possible_person_name,low
liito? (glide),1,1,1,1.0,unmapped_possible_person_name,low
liisukene,1,0,1,0.0,unmapped_possible_person_name,low
liipata & Lassi,1,1,1,1.0,unmapped_possible_person_name,low
Teena,1,1,1,1.0,unmapped_possible_person_name,low
Teenan,1,1,1,1.0,unmapped_possible_person_name,low
Teesu,1,0,1,0.0,unmapped_possible_person_name,low
Tegu,1,0,1,0.0,unmapped_possible_person_name,low
Tehvana,1,1,1,1.0,unmapped_possible_person_name,low
Tehvilä,1,1,1,1.0,unmapped_possible_person_name,low
liisike,1,1,1,1.0,unmapped_possible_person_name,low
Teppan,1,0,1,0.0,unmapped_possible_person_name,low
lemmerguseks,1,1,1,1.0,unmapped_possible_person_name,low
Teppana,1,0,1,0.0,unmapped_possible_person_name,low
kutta&niemi,1,0,1,0.0,unmapped_possible_person_name,low
laari,1,0,1,0.0,unmapped_possible_person_name,low
kyröskoski,1,0,1,0.0,unmapped_possible_person_name,low
Vingur,1,0,1,0.0,unmapped_possible_person_name,low
Tetermoor,1,0,1,0.0,unmapped_possible_person_name,low
kyrölahti,1,0,1,0.0,unmapped_possible_person_name,low
kuusk,1,1,1,1.0,unmapped_possible_person_name,low
kuurukuuru,1,0,1,0.0,unmapped_possible_person_name,low
Tetti/tehdä,1,0,1,0.0,unmapped_possible_person_name,low
Verkuna,1,0,1,0.0,unmapped_possible_person_name,low
kurg/kurete,1,0,1,0.0,unmapped_possible_person_name,low
Vink,1,0,1,0.0,unmapped_possible_person_name,low
kurentua,1,1,1,1.0,unmapped_possible_person_name,low
Teuvo,1,0,1,0.0,unmapped_possible_person_name,low
kurat (archaic bird term),1,1,1,1.0,unmapped_possible_person_name,low
Vinka (proper noun) / vinkua (verb),1,1,1,1.0,unmapped_possible_person_name,low
kuppari & kirsti,1,0,1,0.0,unmapped_possible_person_name,low
laari & Nanna,1,1,1,1.0,unmapped_possible_person_name,low
laatu & kaija,1,1,1,1.0,unmapped_possible_person_name,low
Vakkeri,1,0,1,0.0,unmapped_possible_person_name,low
laku,1,0,1,0.0,unmapped_possible_person_name,low
Vilmi,1,0,1,0.0,unmapped_possible_person_name,low
leikki (name/play),1,1,1,1.0,unmapped_possible_person_name,low
Valent,1,0,1,0.0,unmapped_possible_person_name,low
Vilppu,1,0,1,0.0,unmapped_possible_person_name,low
Terala,1,0,1,0.0,unmapped_possible_person_name,low
Vilska,1,1,1,1.0,unmapped_possible_person_name,low
leenakene,1,0,1,0.0,unmapped_possible_person_name,low
Valda,1,0,1,0.0,unmapped_possible_person_name,low
Vingas,1,0,1,0.0,unmapped_possible_person_name,low
lauri & poika,1,0,1,0.0,unmapped_possible_person_name,low
Valakia,1,0,1,0.0,unmapped_possible_person_name,low
Terenttilä,1,0,1,0.0,unmapped_possible_person_name,low
laskiainen,1,0,1,0.0,unmapped_possible_person_name,low
Terttu,1,1,1,1.0,unmapped_possible_person_name,low
lallu (dialectal),1,0,1,0.0,unmapped_possible_person_name,low
limppu & Pirjo,1,1,1,1.0,unmapped_possible_person_name,low
lipolainen,1,0,1,0.0,unmapped_possible_person_name,low
Tattu,1,1,1,1.0,unmapped_possible_person_name,low
Tanila,1,0,1,0.0,unmapped_possible_person_name,low
manni,1,0,1,0.0,unmapped_possible_person_name,low
malle,1,0,1,0.0,unmapped_possible_person_name,low
Tangut,1,0,1,0.0,unmapped_possible_person_name,low
mall,1,0,1,0.0,unmapped_possible_person_name,low
Tanika,1,0,1,0.0,unmapped_possible_person_name,low
mald & sama,1,1,1,1.0,unmapped_possible_person_name,low
Tanikka,1,0,1,0.0,unmapped_possible_person_name,low
Tanja,1,1,1,1.0,unmapped_possible_person_name,low
Tantruu (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
maku,1,1,1,1.0,unmapped_possible_person_name,low
makkara&Maija,1,0,1,0.0,unmapped_possible_person_name,low
maimu,1,0,1,0.0,unmapped_possible_person_name,low
Vanja,1,0,1,0.0,unmapped_possible_person_name,low
maijukainen,1,1,1,1.0,unmapped_possible_person_name,low
Tanno,1,1,1,1.0,unmapped_possible_person_name,low
maijamaali,1,0,1,0.0,unmapped_possible_person_name,low
Tanel,1,0,1,0.0,unmapped_possible_person_name,low
Tamsi,1,0,1,0.0,unmapped_possible_person_name,low
mannike,1,1,1,1.0,unmapped_possible_person_name,low
mannikene,1,1,1,1.0,unmapped_possible_person_name,low
Taller,1,0,1,0.0,unmapped_possible_person_name,low
marjukene,1,0,1,0.0,unmapped_possible_person_name,low
Talli-Mati,1,0,1,0.0,unmapped_possible_person_name,low
marju,1,0,1,0.0,unmapped_possible_person_name,low
Tallihants,1,0,1,0.0,unmapped_possible_person_name,low
Tallus,1,0,1,0.0,unmapped_possible_person_name,low
marja/maria,1,1,1,1.0,unmapped_possible_person_name,low
maret,1,1,1,1.0,unmapped_possible_person_name,low
mardikene,1,0,1,0.0,unmapped_possible_person_name,low
Talu,1,0,1,0.0,unmapped_possible_person_name,low
Ullesmanni,1,0,1,0.0,unmapped_possible_person_name,low
mara,1,0,1,0.0,unmapped_possible_person_name,low
Tambora,1,0,1,0.0,unmapped_possible_person_name,low
manu (dial.),1,0,1,0.0,unmapped_possible_person_name,low
Tammerkoski,1,0,1,0.0,unmapped_possible_person_name,low
Tanoinmartti,1,0,1,0.0,unmapped_possible_person_name,low
Vilatelhvia,1,1,1,1.0,unmapped_possible_person_name,low
Vallerjuan,1,0,1,0.0,unmapped_possible_person_name,low
Tatjana,1,1,1,1.0,unmapped_possible_person_name,low
luterlane,1,0,1,0.0,unmapped_possible_person_name,low
lulla,1,0,1,0.0,unmapped_possible_person_name,low
Vilk,1,0,1,0.0,unmapped_possible_person_name,low
Tasamartti,1,1,1,1.0,unmapped_possible_person_name,low
Tasku-Liisa,1,0,1,0.0,unmapped_possible_person_name,low
Tatja,1,0,1,0.0,unmapped_possible_person_name,low
loko+atti,1,0,1,0.0,unmapped_possible_person_name,low
Tato,1,1,1,1.0,unmapped_possible_person_name,low
Valter,1,0,1,0.0,unmapped_possible_person_name,low
Vilkkula,1,0,1,0.0,unmapped_possible_person_name,low
lohi&Liisa,1,0,1,0.0,unmapped_possible_person_name,low
Tatramaa,1,0,1,0.0,unmapped_possible_person_name,low
lippu & Tiina,1,1,1,1.0,unmapped_possible_person_name,low
Tats,1,0,1,0.0,unmapped_possible_person_name,low
Tattari,1,0,1,0.0,unmapped_possible_person_name,low
Tatterik,1,1,1,1.0,unmapped_possible_person_name,low
lutikka,1,0,1,0.0,unmapped_possible_person_name,low
Vilist,1,0,1,0.0,unmapped_possible_person_name,low
maali,1,0,1,0.0,unmapped_possible_person_name,low
maariankukka (hypothetical),1,1,1,1.0,unmapped_possible_person_name,low
Tapaninpäivä,1,0,1,0.0,unmapped_possible_person_name,low
Tapiaini,1,0,1,0.0,unmapped_possible_person_name,low
maias,1,0,1,0.0,unmapped_possible_person_name,low
Tapiola,1,0,1,0.0,unmapped_possible_person_name,low
Vilhelmi,1,0,1,0.0,unmapped_possible_person_name,low
Tappola,1,1,1,1.0,unmapped_possible_person_name,low
Valmo,1,0,1,0.0,unmapped_possible_person_name,low
Taramäki,1,0,1,0.0,unmapped_possible_person_name,low
Tari,1,0,1,0.0,unmapped_possible_person_name,low
Vallola,1,0,1,0.0,unmapped_possible_person_name,low
mahtiponti,1,0,1,0.0,unmapped_possible_person_name,low
maha/manu,1,1,1,1.0,unmapped_possible_person_name,low
Vallikki,1,0,1,0.0,unmapped_possible_person_name,low
madal/Mana (name),1,1,1,1.0,unmapped_possible_person_name,low
Tarm,1,0,1,0.0,unmapped_possible_person_name,low
Vakkala,1,0,1,0.0,unmapped_possible_person_name,low
Vinkki,1,0,1,0.0,unmapped_possible_person_name,low
kaakka,1,0,1,0.0,unmapped_possible_person_name,low
kaiponen,1,0,1,0.0,unmapped_possible_person_name,low
Tina,1,0,1,0.0,unmapped_possible_person_name,low
Tinatsu,1,0,1,0.0,unmapped_possible_person_name,low
Virkuu,1,0,1,0.0,unmapped_possible_person_name,low
Tinno,1,0,1,0.0,unmapped_possible_person_name,low
kaja/kai,1,1,1,1.0,unmapped_possible_person_name,low
Tinttanteli,1,0,1,0.0,unmapped_possible_person_name,low
Tinttarivuori,1,0,1,0.0,unmapped_possible_person_name,low
Tinur,1,0,1,0.0,unmapped_possible_person_name,low
kakkotuuli,1,0,1,0.0,unmapped_possible_person_name,low
Tippa-Heikki,1,0,1,0.0,unmapped_possible_person_name,low
kainulainen,1,0,1,0.0,unmapped_possible_person_name,low
kainu (regional),1,0,1,0.0,unmapped_possible_person_name,low
Virma,1,1,1,1.0,unmapped_possible_person_name,low
kainel,1,0,1,0.0,unmapped_possible_person_name,low
Uustar,1,0,1,0.0,unmapped_possible_person_name,low
Tipperi,1,0,1,0.0,unmapped_possible_person_name,low
Timpermanni,1,0,1,0.0,unmapped_possible_person_name,low
Uuvekirko,1,0,1,0.0,unmapped_possible_person_name,low
kuokkala,1,0,1,0.0,unmapped_possible_person_name,low
Timo (place),1,1,1,1.0,unmapped_possible_person_name,low
kanakaija,1,0,1,0.0,unmapped_possible_person_name,low
Vaaseli,1,0,1,0.0,unmapped_possible_person_name,low
Virkkala,1,0,1,0.0,unmapped_possible_person_name,low
Tilutalu,1,0,1,0.0,unmapped_possible_person_name,low
kana & Sotto,1,0,1,0.0,unmapped_possible_person_name,low
Vaakeri,1,0,1,0.0,unmapped_possible_person_name,low
Vaaker,1,0,1,0.0,unmapped_possible_person_name,low
Vaaja,1,0,1,0.0,unmapped_possible_person_name,low
Uvo,1,0,1,0.0,unmapped_possible_person_name,low
Timo (proper noun),1,1,1,1.0,unmapped_possible_person_name,low
kalle,1,0,1,0.0,unmapped_possible_person_name,low
Virkkulanmäki,1,0,1,0.0,unmapped_possible_person_name,low
kalervikko,1,0,1,0.0,unmapped_possible_person_name,low
Timola,1,0,1,0.0,unmapped_possible_person_name,low
Timon,1,1,1,1.0,unmapped_possible_person_name,low
kala&Kaija,1,0,1,0.0,unmapped_possible_person_name,low
kaijukainen,1,1,1,1.0,unmapped_possible_person_name,low
kaiho,1,0,1,0.0,unmapped_possible_person_name,low
Tirbikelta,1,0,1,0.0,unmapped_possible_person_name,low
Toll,1,0,1,0.0,unmapped_possible_person_name,low
Toikkanen,1,0,1,0.0,unmapped_possible_person_name,low
Toikko,1,0,1,0.0,unmapped_possible_person_name,low
Toini,1,0,1,0.0,unmapped_possible_person_name,low
kadr,1,0,1,0.0,unmapped_possible_person_name,low
Tokero,1,0,1,0.0,unmapped_possible_person_name,low
Tolberi,1,0,1,0.0,unmapped_possible_person_name,low
Toletti,1,0,1,0.0,unmapped_possible_person_name,low
kadi,1,0,1,0.0,unmapped_possible_person_name,low
Tireli,1,1,1,1.0,unmapped_possible_person_name,low
kaataa & Riina,1,1,1,1.0,unmapped_possible_person_name,low
kaarlepyy,1,1,1,1.0,unmapped_possible_person_name,low
Tomilgas,1,0,1,0.0,unmapped_possible_person_name,low
Virpelä,1,0,1,0.0,unmapped_possible_person_name,low
kaali & Kaija,1,0,1,0.0,unmapped_possible_person_name,low
Tommingas,1,0,1,0.0,unmapped_possible_person_name,low
Uulandi,1,0,1,0.0,unmapped_possible_person_name,low
Uurak,1,0,1,0.0,unmapped_possible_person_name,low
Uurias,1,0,1,0.0,unmapped_possible_person_name,low
Uuritselli,1,0,1,0.0,unmapped_possible_person_name,low
kadrisaadik,1,1,1,1.0,unmapped_possible_person_name,low
Uustalu,1,0,1,0.0,unmapped_possible_person_name,low
Tiresk,1,0,1,0.0,unmapped_possible_person_name,low
Tirkkonen,1,0,1,0.0,unmapped_possible_person_name,low
Titro (name),1,1,1,1.0,unmapped_possible_person_name,low
kai(e)l,1,1,1,1.0,unmapped_possible_person_name,low
Virnes,1,0,1,0.0,unmapped_possible_person_name,low
Tiu,1,0,1,0.0,unmapped_possible_person_name,low
Tiuku-Tahvo,1,0,1,0.0,unmapped_possible_person_name,low
Tiura,1,0,1,0.0,unmapped_possible_person_name,low
Tiuri,1,0,1,0.0,unmapped_possible_person_name,low
Uuru,1,0,1,0.0,unmapped_possible_person_name,low
To,1,0,1,0.0,unmapped_possible_person_name,low
kadrisandid,1,0,1,0.0,unmapped_possible_person_name,low
Tobrova,1,0,1,0.0,unmapped_possible_person_name,low
Tohand,1,1,1,1.0,unmapped_possible_person_name,low
kapakka-Lassi,1,1,1,1.0,unmapped_possible_person_name,low
Vabrits,1,0,1,0.0,unmapped_possible_person_name,low
Tillis,1,0,1,0.0,unmapped_possible_person_name,low
koi,1,0,1,0.0,unmapped_possible_person_name,low
Vainopä,1,0,1,0.0,unmapped_possible_person_name,low
kokko,1,0,1,0.0,unmapped_possible_person_name,low
Tiinu,1,1,1,1.0,unmapped_possible_person_name,low
kokkeli,1,0,1,0.0,unmapped_possible_person_name,low
Vippu,1,0,1,0.0,unmapped_possible_person_name,low
Vainonpirttö,1,1,1,1.0,unmapped_possible_person_name,low
koidu-Jaaku,1,0,1,0.0,unmapped_possible_person_name,low
kobi,1,0,1,0.0,unmapped_possible_person_name,low
kilo&Kirsti,1,0,1,0.0,unmapped_possible_person_name,low
kivikiikka,1,0,1,0.0,unmapped_possible_person_name,low
kitti,1,1,1,1.0,unmapped_possible_person_name,low
Tiitan,1,1,1,1.0,unmapped_possible_person_name,low
Virboi,1,0,1,0.0,unmapped_possible_person_name,low
Vaino,1,0,1,0.0,unmapped_possible_person_name,low
Vaimalainen,1,1,1,1.0,unmapped_possible_person_name,low
Tiitilä,1,0,1,0.0,unmapped_possible_person_name,low
Tiimu,1,0,1,0.0,unmapped_possible_person_name,low
Tiilu,1,0,1,0.0,unmapped_possible_person_name,low
kontio,1,0,1,0.0,unmapped_possible_person_name,low
koppelo,1,1,1,1.0,unmapped_possible_person_name,low
kulta+ralli,1,0,1,0.0,unmapped_possible_person_name,low
kukkeli,1,0,1,0.0,unmapped_possible_person_name,low
Tibu-Jaaku,1,0,1,0.0,unmapped_possible_person_name,low
kuk,1,0,1,0.0,unmapped_possible_person_name,low
Tibur,1,0,1,0.0,unmapped_possible_person_name,low
Vainu,1,0,1,0.0,unmapped_possible_person_name,low
kuija,1,0,1,0.0,unmapped_possible_person_name,low
kruus,1,1,1,1.0,unmapped_possible_person_name,low
Tiianen,1,0,1,0.0,unmapped_possible_person_name,low
Tiider,1,0,1,0.0,unmapped_possible_person_name,low
kroetama,1,0,1,0.0,unmapped_possible_person_name,low
Vainste,1,0,1,0.0,unmapped_possible_person_name,low
koti/Kotti,1,1,1,1.0,unmapped_possible_person_name,low
Vio,1,0,1,0.0,unmapped_possible_person_name,low
korts,1,0,1,0.0,unmapped_possible_person_name,low
Vaikvere,1,0,1,0.0,unmapped_possible_person_name,low
killi/kiili,1,1,1,1.0,unmapped_possible_person_name,low
kapo,1,0,1,0.0,unmapped_possible_person_name,low
katinkukka,1,1,1,1.0,unmapped_possible_person_name,low
Vaemla,1,0,1,0.0,unmapped_possible_person_name,low
Tiivo-ka,1,1,1,1.0,unmapped_possible_person_name,low
Vaeda,1,0,1,0.0,unmapped_possible_person_name,low
Tikk,1,0,1,0.0,unmapped_possible_person_name,low
katti,1,0,1,0.0,unmapped_possible_person_name,low
Tikka (name),1,1,1,1.0,unmapped_possible_person_name,low
katrike,1,1,1,1.0,unmapped_possible_person_name,low
Vadu,1,0,1,0.0,unmapped_possible_person_name,low
killi (name) / kiili (bird),1,1,1,1.0,unmapped_possible_person_name,low
katanmarja,1,1,1,1.0,unmapped_possible_person_name,low
Tilleri (proper noun),1,1,1,1.0,unmapped_possible_person_name,low
kataja,1,0,1,0.0,unmapped_possible_person_name,low
karvakko+Olli,1,0,1,0.0,unmapped_possible_person_name,low
karppa,1,0,1,0.0,unmapped_possible_person_name,low
kare (rough) / Kare (name),1,1,1,1.0,unmapped_possible_person_name,low
Tillikka,1,0,1,0.0,unmapped_possible_person_name,low
Tiivo,1,1,1,1.0,unmapped_possible_person_name,low
katu,1,1,1,1.0,unmapped_possible_person_name,low
kavva,1,0,1,0.0,unmapped_possible_person_name,low
Vagup,1,1,1,1.0,unmapped_possible_person_name,low
Vaia,1,0,1,0.0,unmapped_possible_person_name,low
kilja,1,0,1,0.0,unmapped_possible_person_name,low
kild,1,0,1,0.0,unmapped_possible_person_name,low
kiilu,1,0,1,0.0,unmapped_possible_person_name,low
kieli & Kirsti,1,0,1,0.0,unmapped_possible_person_name,low
ketsi,1,0,1,0.0,unmapped_possible_person_name,low
ketra,1,0,1,0.0,unmapped_possible_person_name,low
Tiitula,1,0,1,0.0,unmapped_possible_person_name,low
Tiitula-meteli,1,1,1,1.0,unmapped_possible_person_name,low
Vahi-Villem,1,0,1,0.0,unmapped_possible_person_name,low
kenokeskiviikko,1,0,1,0.0,unmapped_possible_person_name,low
Virkane,1,0,1,0.0,unmapped_possible_person_name,low
Vahi,1,0,1,0.0,unmapped_possible_person_name,low
Tiiu (proper name),1,0,1,0.0,unmapped_possible_person_name,low
Tiiu (refrain),1,1,1,1.0,unmapped_possible_person_name,low
Venni,1,0,1,0.0,unmapped_possible_person_name,low
(name) Hekko,1,1,1,1.0,unmapped_possible_person_name,low
Raisjo,1,0,1,0.0,unmapped_possible_person_name,low
Jänölä,1,0,1,0.0,unmapped_possible_person_name,low
Järv,1,0,1,0.0,unmapped_possible_person_name,low
Jäsk,1,0,1,0.0,unmapped_possible_person_name,low
Jäski,1,1,1,1.0,unmapped_possible_person_name,low
Jäss,1,1,1,1.0,unmapped_possible_person_name,low
Jässä,1,0,1,0.0,unmapped_possible_person_name,low
Jääske,1,0,1,0.0,unmapped_possible_person_name,low
Jüri Antsu,1,1,1,1.0,unmapped_possible_person_name,low
Jürisi,1,0,1,0.0,unmapped_possible_person_name,low
Jürjova,1,0,1,0.0,unmapped_possible_person_name,low
Jürmann,1,0,1,0.0,unmapped_possible_person_name,low
Jürnal,1,0,1,0.0,unmapped_possible_person_name,low
