person_cluster,area_name,english_variant,mentions,poems
Ilmarinen,Nilsiä,Ilmarinen,4,3
Ilmarinen,Nurmes,Ilmarinen,2,2
Ilmarinen,Oulu,Ilmarinen,1,1
Ilmarinen,Paltamo,Ilmarinen,5,2
Ilmarinen,Pieksämäki,Ilmarinen,1,1
Ilmarinen,Pielavesi,Ilmari/Ilmar,1,1
Ilmarinen,Pielavesi,Ilmarinen,2,2
Ilmarinen,Pielisjärvi,Ilmarinen,3,3
Ilmarinen,Porajärvi,Ilmarinen,6,2
Ilmarinen,Rautavaara,Ilmari/Ilmar,1,1
Ilmarinen,Repola,Ilmarinen,1,1
Ilmarinen,Rovaniemi,Ilmarinen,1,1
Ilmarinen,Ruskeala,Ilmarinen,1,1
Ilmarinen,Saarijärvi,Ilmarinen,1,1
Ilmarinen,Salmi,Ilmarinen,1,1
Ilmarinen,Serepetta,Ilmarinen,1,1
Ilmarinen,Soikkola,Ilmarinen,7,4
Ilmarinen,Sortavala,Ilmari/Ilmar,4,1
Ilmarinen,Sortavala,Ilmarinen,1,1
Ilmarinen,Sotkamo,Ilmarinen,1,1
Ilmarinen,Suistamo,Ilmarinen,6,4
Ilmarinen,Sulkava,Ilmarinen,1,1
Ilmarinen,Suojärvi,Ilmari/Ilmar,2,2
Ilmarinen,Suojärvi,Ilmarinen,35,12
Ilmarinen,Suomussalmi,Ilmarinen,8,1
Ilmarinen,Suonenjoki,Ilmarinen,1,1
Ilmarinen,Säräisniemi,Ilmarinen,2,1
Ilmarinen,Säämäjärvi,Ilmarinen,1,1
Ilmarinen,Tohmajärvi,Ilmari/Ilmar,1,1
Ilmarinen,Tohmajärvi,Ilmarinen,2,1
Ilmarinen,Toksova,Ilmarinen,4,1
Ilmarinen,Tulemajärvi,Ilmarinen,6,3
Ilmarinen,Tyrvää,Ilmarinen,5,1
Ilmarinen,Tyrö,Ilmarinen,4,4
Ilmarinen,Uhtua,Ilmarinen,1,1
Ilmarinen,Uukuniemi,Ilmarinen,1,1
Ilmarinen,Varkaus,Ilmarinen,2,1
Ilmarinen,Venjoki,Ilmari/Ilmar,2,1
Ilmarinen,Venjoki,Ilmarinen,2,1
Ilmarinen,Vieljärvi,Ilmarinen,8,1
Ilmarinen,Vihanti,Ilmarinen,1,1
Ilmarinen,Vuokkiniemi,Ilmarinen,1,1
Ilmarinen,Östmark,Ilmari/Ilmar,1,1
Jesus / Christ,Alatornio,Jesus,1,1
Jesus / Christ,Alavus,Jesus,2,2
Jesus / Christ,Ambla,Christ,2,1
Jesus / Christ,Ambla,Jesus,11,4
Jesus / Christ,Asikkala,Jesus,5,3
Jesus / Christ,Brandval,Christ,1,1
Jesus / Christ,Brandval,Jesus,3,2
Jesus / Christ,Eno,Jesus,4,4
Jesus / Christ,Enontekiö,Jesus,1,1
Jesus / Christ,Eräjärvi,Jesus,1,1
Jesus / Christ,Evijärvi,Christ,1,1
Jesus / Christ,Fryksände,Jesus,2,1
Jesus / Christ,Grue Finnskog,Jesus,4,3
Jesus / Christ,Haapajärvi,Jesus,1,1
Jesus / Christ,Hailuoto,Jesus,3,2
Jesus / Christ,Haljala,Jesus,7,7
Jesus / Christ,Halliste,Jesus,2,2
Jesus / Christ,Hanila,Jesus,1,1
Jesus / Christ,Hargla,Jesus,1,1
Jesus / Christ,Harjavalta,Christ,1,1
Jesus / Christ,Harju-Jaani,Jesus,1,1
Jesus / Christ,Hartola,Christ,1,1
Jesus / Christ,Hartola,Jesus,4,4
Jesus / Christ,Hattula,Christ,1,1
Jesus / Christ,Hattula,Jesus,3,3
Jesus / Christ,Hauho,Jesus,7,4
Jesus / Christ,Haukipudas,Christ,1,1
Jesus / Christ,Haukipudas,Jesus,1,1
Jesus / Christ,Helme,Jesus,3,2
Jesus / Christ,Hietamäki,Jesus,2,2
Jesus / Christ,Hiitola,Jesus,1,1
Jesus / Christ,Hirvensalmi,Jesus,4,2
Jesus / Christ,Huittinen,Jesus,1,1
Jesus / Christ,Hämeenkyrö,Jesus,1,1
Jesus / Christ,Häädemeeste,Jesus,1,1
Jesus / Christ,Iisalmi,Jesus,5,4
Jesus / Christ,Iitti,Jesus,3,3
Jesus / Christ,Ilomantsi,Christ,13,5
Jesus / Christ,Ilomantsi,Jesus,46,35
Jesus / Christ,Impilahti,Christ,3,2
Jesus / Christ,Impilahti,Jesus,27,19
Jesus / Christ,Isojoki,Jesus,6,4
Jesus / Christ,Isokyrö,Jesus,5,4
Jesus / Christ,Jaakkima,Jesus,2,2
Jesus / Christ,Jaala,Christ,1,1
Jesus / Christ,Jaala,Jesus,1,1
Jesus / Christ,Jalasjärvi,Christ,1,1
Jesus / Christ,Jalasjärvi,Jesus,6,4
Jesus / Christ,Jokioinen,Jesus,6,5
Jesus / Christ,Joroinen,Jesus,6,4
Jesus / Christ,Joutsa,Jesus,2,2
Jesus / Christ,Joutseno,Jesus,2,2
Jesus / Christ,Junosuvanto,Jesus,1,1
Jesus / Christ,Jurva,Jesus,5,5
Jesus / Christ,Juuka,Christ,1,1
Jesus / Christ,Juuka,Jesus,5,5
Jesus / Christ,Juupajoki,Christ,1,1
Jesus / Christ,Juupajoki,Jesus,1,1
Jesus / Christ,Juuru,Jesus,2,1
Jesus / Christ,Juva,Christ,3,3
Jesus / Christ,Juva,Jesus,26,20
Jesus / Christ,Jällivaara,Christ,1,1
Jesus / Christ,Jällivaara,Jesus,7,6
Jesus / Christ,Jämsä,Jesus,3,3
Jesus / Christ,Jäppilä,Jesus,1,1
Jesus / Christ,Järva-Jaani,Jesus,2,1
Jesus / Christ,Jõelähtme,Jesus,3,2
Jesus / Christ,Jõhvi,Jesus,9,6
Jesus / Christ,Jüri,Jesus,1,1
Jesus / Christ,Kaarma,Jesus,3,1
Jesus / Christ,Kaavi,Jesus,3,3
Jesus / Christ,Kadrina,Jesus,18,7
Jesus / Christ,Kalajoki,Jesus,2,1
Jesus / Christ,Kalvola,Jesus,4,3
Jesus / Christ,Kanepi,Christ,1,1
Jesus / Christ,Kanepi,Jesus,1,1
Jesus / Christ,Kangasniemi,Jesus,6,4
Jesus / Christ,Kankaanpää,Christ,1,1
Jesus / Christ,Kankaanpää,Jesus,2,2
Jesus / Christ,Kanneljärvi,Jesus,3,2
Jesus / Christ,Kannus,Jesus,1,1
Jesus / Christ,Kaprio,Christ,2,2
Jesus / Christ,Kaprio,Jesus,23,14
Jesus / Christ,Karkku,Jesus,6,4
Jesus / Christ,Karksi,Jesus,3,2
Jesus / Christ,Karttula,Jesus,3,3
Jesus / Christ,Karula,Jesus,1,1
Jesus / Christ,Karunki,Jesus,1,1
Jesus / Christ,Kattila,Christ,1,1
Jesus / Christ,Kattila,Jesus,7,4
Jesus / Christ,Kauhava,Christ,1,1
Jesus / Christ,Kauhava,Jesus,6,5
Jesus / Christ,Kaustinen,Jesus,1,1
Jesus / Christ,Keitele,Jesus,1,1
Jesus / Christ,Keltto,Jesus,1,1
Jesus / Christ,Kemi,Christ,2,1
Jesus / Christ,Kemi,Jesus,4,3
Jesus / Christ,Kerimäki,Jesus,4,4
Jesus / Christ,Kestilä,Jesus,4,1
Jesus / Christ,Kesälahti,Jesus,13,7
Jesus / Christ,Kiestinki,Jesus,2,2
Jesus / Christ,Kiihtelysvaara,Jesus,9,6
Jesus / Christ,Kiikala,Christ,1,1
Jesus / Christ,Kiimaisjärvi,Jesus,1,1
Jesus / Christ,Kitee,Christ,2,1
Jesus / Christ,Kitee,Jesus,44,28
Jesus / Christ,Kittilä,Jesus,3,2
Jesus / Christ,Kiukainen,Jesus,2,1
Jesus / Christ,Kiuruvesi,Christ,1,1
Jesus / Christ,Kiuruvesi,Jesus,9,5
Jesus / Christ,Kivennapa,Christ,2,2
Jesus / Christ,Kivijärvi,Jesus,7,7
Jesus / Christ,Kodavere,Christ,3,2
Jesus / Christ,Kodavere,Jesus,5,4
Jesus / Christ,Koeru,Jesus,8,5
Jesus / Christ,Koivisto,Jesus,6,3
Jesus / Christ,Kolari,Jesus,3,3
Jesus / Christ,Kolga-Jaani,Jesus,4,2
Jesus / Christ,Kontiolahti,Jesus,4,3
Jesus / Christ,Kontokki,Jesus,3,3
Jesus / Christ,Koprina,Jesus,12,8
Jesus / Christ,Korpilahti,Jesus,13,12
Jesus / Christ,Korpilompolo,Jesus,2,2
Jesus / Christ,Korpiselkä,Christ,8,3
Jesus / Christ,Korpiselkä,Jesus,32,20
Jesus / Christ,Kortesjärvi,Christ,1,1
Jesus / Christ,Koski Hl.,Jesus,4,2
Jesus / Christ,Koski Tl.,Christ,2,2
Jesus / Christ,Koski Tl.,Jesus,2,2
Jesus / Christ,Kuhmo,Jesus,1,1
Jesus / Christ,Kuhmoinen,Christ,2,2
Jesus / Christ,Kuhmoinen,Jesus,6,5
Jesus / Christ,Kuolemajärvi,Jesus,1,1
Jesus / Christ,Kuopio,Jesus,4,4
Jesus / Christ,Kuorevesi,Christ,1,1
Jesus / Christ,Kuorevesi,Jesus,2,2
Jesus / Christ,Kupanitsa,Jesus,6,3
Jesus / Christ,Kurikka,Jesus,1,1
Jesus / Christ,Kuru,Christ,1,1
Jesus / Christ,Kuru,Jesus,1,1
Jesus / Christ,Kuusalu,Christ,6,6
Jesus / Christ,Kuusalu,Jesus,14,11
Jesus / Christ,Kuusamo,Jesus,4,4
Jesus / Christ,Kuusjärvi,Jesus,1,1
Jesus / Christ,Kylmäkoski,Jesus,1,1
Jesus / Christ,Kärkölä,Jesus,1,1
Jesus / Christ,Kõpu,Christ,1,1
Jesus / Christ,Kõpu,Jesus,1,1
Jesus / Christ,Laihia,Jesus,2,2
Jesus / Christ,Laiuse,Christ,4,3
Jesus / Christ,Laiuse,Jesus,2,2
Jesus / Christ,Lammi,Jesus,2,1
Jesus / Christ,Lapinlahti,Jesus,1,1
Jesus / Christ,Lappajärvi,Jesus,2,2
Jesus / Christ,Lappee,Jesus,1,1
Jesus / Christ,Lavansaari,Jesus,1,1
Jesus / Christ,Lehtimäki,Christ,1,1
Jesus / Christ,Lempaala,Jesus,85,48
Jesus / Christ,Leppävirta,Jesus,4,3
Jesus / Christ,Lieto,Christ,1,1
Jesus / Christ,Liissilä,Christ,5,3
Jesus / Christ,Liissilä,Jesus,36,17
Jesus / Christ,Liperi,Jesus,9,7
Jesus / Christ,Loppi,Jesus,6,5
Jesus / Christ,Luhanka,Jesus,2,1
Jesus / Christ,Luopioinen,Jesus,3,1
Jesus / Christ,Luumäki,Jesus,4,3
Jesus / Christ,Lüganuse,Jesus,6,3
Jesus / Christ,Maaninka,Jesus,3,3
Jesus / Christ,Maaria,Jesus,1,1
Jesus / Christ,Maarja-Magdaleena,Christ,2,1
Jesus / Christ,Maarja-Magdaleena,Jesus,3,1
Jesus / Christ,Markkova,Jesus,3,1
Jesus / Christ,Marttila,Jesus,12,8
Jesus / Christ,Metsäpirtti,Jesus,12,6
Jesus / Christ,Mietoinen,Christ,1,1
Jesus / Christ,Mietoinen,Jesus,1,1
Jesus / Christ,Moloskovitsa,Jesus,12,6
Jesus / Christ,Muhos,Jesus,1,1
Jesus / Christ,Muhu,Jesus,1,1
Jesus / Christ,Multia,Jesus,3,2
Jesus / Christ,Muonio,Jesus,1,1
Jesus / Christ,Muurla,Jesus,1,1
Jesus / Christ,Muuruvesi,Jesus,1,1
Jesus / Christ,Mäntyharju,Jesus,5,3
Jesus / Christ,Narvusi,Christ,11,7
Jesus / Christ,Narvusi,Jesus,88,45
Jesus / Christ,Nastola,Jesus,3,2
Jesus / Christ,Nekkula,Christ,2,2
Jesus / Christ,Nekkula,Jesus,1,1
Jesus / Christ,Nilsiä,Christ,1,1
Jesus / Christ,Nilsiä,Jesus,7,7
Jesus / Christ,Nord-Kapp,Jesus,3,3
Jesus / Christ,Norra Finnskoga,Jesus,3,2
Jesus / Christ,Nousiainen,Christ,1,1
Jesus / Christ,Nurmes,Jesus,8,6
Jesus / Christ,Nyskoga,Jesus,2,2
Jesus / Christ,Orsa,Jesus,2,2
Jesus / Christ,Oulu,Jesus,3,3
Jesus / Christ,Padasjoki,Jesus,1,1
Jesus / Christ,Paistu,Jesus,1,1
Jesus / Christ,Pajala,Jesus,5,5
Jesus / Christ,Palamuse,Jesus,6,3
Jesus / Christ,Paltamo,Jesus,3,3
Jesus / Christ,Parkano,Jesus,6,5
Jesus / Christ,Perniö,Christ,1,1
Jesus / Christ,Pieksämäki,Jesus,3,3
Jesus / Christ,Pielavesi,Jesus,9,6
Jesus / Christ,Pielisjärvi,Jesus,12,7
Jesus / Christ,Piippola,Jesus,4,2
Jesus / Christ,Pilistvere,Christ,2,2
Jesus / Christ,Pilistvere,Jesus,1,1
Jesus / Christ,Pirkkala,Jesus,2,2
Jesus / Christ,Pistojärvi,Jesus,3,3
Jesus / Christ,Polvijärvi,Jesus,1,1
Jesus / Christ,Pomarkku,Christ,1,1
Jesus / Christ,Porajärvi,Christ,4,3
Jesus / Christ,Porajärvi,Jesus,10,10
Jesus / Christ,Pori,Jesus,3,3
Jesus / Christ,Porsanki,Jesus,3,3
Jesus / Christ,Pudasjärvi,Jesus,1,1
Jesus / Christ,Puhja,Jesus,3,3
Jesus / Christ,Puolanka,Jesus,3,3
Jesus / Christ,Puumala,Christ,1,1
Jesus / Christ,Puumala,Jesus,2,2
Jesus / Christ,Pyhäjärvi Ol.,Jesus,2,2
Jesus / Christ,Pyhäjärvi Ul.,Christ,1,1
Jesus / Christ,Pyhäjärvi Ul.,Jesus,1,1
Jesus / Christ,Pyhäjärvi Vpl.,Christ,2,2
Jesus / Christ,Pyhäjärvi Vpl.,Jesus,1,1
Jesus / Christ,Pyhämaa,Christ,1,1
Jesus / Christ,Pälkjärvi,Jesus,3,1
Jesus / Christ,Pälkäne,Jesus,2,2
Jesus / Christ,Pärnu-Jaagupi,Jesus,10,1
Jesus / Christ,Põltsamaa,Jesus,5,3
Jesus / Christ,Põlva,Christ,1,1
Jesus / Christ,Pöide,Jesus,1,1
Jesus / Christ,Pühalepa,Jesus,1,1
Jesus / Christ,Rannu,Christ,2,2
Jesus / Christ,Rannu,Jesus,3,1
Jesus / Christ,Rantasalmi,Jesus,4,3
Jesus / Christ,Rantsila,Jesus,4,2
Jesus / Christ,Rautavaara,Jesus,10,5
Jesus / Christ,Rautjärvi,Jesus,2,2
Jesus / Christ,Rautu,Jesus,4,3
Jesus / Christ,Reisjärvi,Jesus,1,1
Jesus / Christ,Renko,Jesus,2,2
Jesus / Christ,Repola,Christ,3,2
Jesus / Christ,Repola,Jesus,9,2
Jesus / Christ,Riipuskala,Christ,2,2
Jesus / Christ,Riistavesi,Christ,1,1
Jesus / Christ,Risti,Jesus,4,1
Jesus / Christ,Ristiina,Christ,2,1
Jesus / Christ,Ristiina,Jesus,1,1
Jesus / Christ,Ropsu,Jesus,3,1
Jesus / Christ,Rovaniemi,Jesus,5,5
Jesus / Christ,Ruskeala,Jesus,2,2
Jesus / Christ,Räisälä,Jesus,2,1
Jesus / Christ,Räpina,Jesus,14,2
Jesus / Christ,Rääkkylä,Christ,1,1
Jesus / Christ,Rääkkylä,Jesus,7,6
Jesus / Christ,Rääpyvä,Jesus,3,3
Jesus / Christ,Rõngu,Christ,1,1
Jesus / Christ,Rõngu,Jesus,13,10
Jesus / Christ,Rõuge,Jesus,1,1
Jesus / Christ,Saarde,Christ,4,3
Jesus / Christ,Saarde,Jesus,6,5
Jesus / Christ,Saarijärvi,Jesus,1,1
Jesus / Christ,Sahalahti,Jesus,3,2
Jesus / Christ,Sakkola,Jesus,11,6
Jesus / Christ,Salmi,Christ,12,10
Jesus / Christ,Salmi,Jesus,32,10
Jesus / Christ,Sangaste,Christ,3,3
Jesus / Christ,Sangaste,Jesus,5,4
Jesus / Christ,Sauvo,Christ,1,1
Jesus / Christ,Sauvo,Jesus,3,1
Jesus / Christ,Savitaipale,Jesus,3,2
Jesus / Christ,Seiskari,Jesus,1,1
Jesus / Christ,Serepetta,Jesus,3,3
Jesus / Christ,Setumaa,Jesus,65,16
Jesus / Christ,Siikainen,Christ,1,1
Jesus / Christ,Simo,Jesus,1,1
Jesus / Christ,Simuna,Jesus,5,4
Jesus / Christ,Skuoritsa,Jesus,5,2
Jesus / Christ,Soanlahti,Jesus,13,9
Jesus / Christ,Sodankylä,Jesus,9,9
Jesus / Christ,Soikkola,Christ,5,3
Jesus / Christ,Soikkola,Jesus,22,15
Jesus / Christ,Somerniemi,Christ,1,1
Jesus / Christ,Somerniemi,Jesus,1,1
Jesus / Christ,Somero,Christ,2,2
Jesus / Christ,Somero,Jesus,5,5
Jesus / Christ,Sonkajärvi,Jesus,2,2
Jesus / Christ,Sortavala,Jesus,9,6
Jesus / Christ,Sotkamo,Jesus,4,4
Jesus / Christ,Soutjärvi,Christ,3,2
Jesus / Christ,Spankkova,Jesus,5,3
Jesus / Christ,Suistamo,Christ,11,8
Jesus / Christ,Suistamo,Jesus,172,61
Jesus / Christ,Suojärvi,Christ,4,2
Jesus / Christ,Suojärvi,Jesus,56,13
Jesus / Christ,Suomussalmi,Jesus,2,2
Jesus / Christ,Suonenjoki,Jesus,6,3
Jesus / Christ,Suoniemi,Jesus,2,2
Jesus / Christ,Suure-Jaani,Jesus,12,4
Jesus / Christ,Svärdsjö,Jesus,1,1
Jesus / Christ,Sysmä,Christ,1,1
Jesus / Christ,Sysmä,Jesus,5,4
Jesus / Christ,Sääksmäki,Christ,1,1
Jesus / Christ,Sääksmäki,Jesus,24,12
Jesus / Christ,Sääminki,Jesus,1,1
Jesus / Christ,Södra Finnskoga,Jesus,4,4
Jesus / Christ,Taipalsaari,Jesus,1,1
Jesus / Christ,Tammela,Christ,1,1
Jesus / Christ,Tammela,Jesus,13,11
Jesus / Christ,Tampere,Christ,1,1
Jesus / Christ,Tarvasjoki,Christ,1,1
Jesus / Christ,Tarvastu,Christ,3,3
Jesus / Christ,Tarvastu,Jesus,6,4
Jesus / Christ,Teisko,Christ,1,1
Jesus / Christ,Teisko,Jesus,1,1
Jesus / Christ,Terijoki,Jesus,1,1
Jesus / Christ,Tervo,Jesus,1,1
Jesus / Christ,Tervola,Jesus,1,1
Jesus / Christ,Tohmajärvi,Jesus,23,14
Jesus / Christ,Toksova,Jesus,2,2
Jesus / Christ,Tori,Christ,1,1
Jesus / Christ,Tori,Jesus,16,7
Jesus / Christ,Tottijärvi,Jesus,1,1
Jesus / Christ,Tulemajärvi,Christ,3,3
Jesus / Christ,Tulemajärvi,Jesus,5,5
Jesus / Christ,Tuulos,Jesus,3,2
Jesus / Christ,Tuupovaara,Jesus,1,1
Jesus / Christ,Tuutari,Jesus,4,2
Jesus / Christ,Tyrvää,Jesus,4,2
Jesus / Christ,Tyrö,Jesus,13,8
Jesus / Christ,Tytärsaari,Jesus,1,1
Jesus / Christ,Tõstamaa,Jesus,1,1
Jesus / Christ,Töysä,Jesus,2,2
Jesus / Christ,Türi,Christ,2,2
Jesus / Christ,Türi,Jesus,3,2
Jesus / Christ,Uhtua,Christ,1,1
Jesus / Christ,Uhtua,Jesus,3,3
Jesus / Christ,Urjala,Jesus,1,1
Jesus / Christ,Urvaste,Christ,3,3
Jesus / Christ,Urvaste,Jesus,30,7
Jesus / Christ,Uskela,Jesus,1,1
Jesus / Christ,Uukuniemi,Jesus,8,3
Jesus / Christ,Uusikaarlepyy,Jesus,1,1
Jesus / Christ,Uusikaupunki,Christ,2,2
Jesus / Christ,Valjala,Jesus,1,1
Jesus / Christ,Valkjärvi,Jesus,3,2
Jesus / Christ,Valtimo,Jesus,2,2
Jesus / Christ,Vanaja,Christ,1,1
Jesus / Christ,Vanaja,Jesus,1,1
Jesus / Christ,Varpaisjärvi,Jesus,7,6
Jesus / Christ,Vastseliina,Christ,2,2
Jesus / Christ,Vastseliina,Jesus,47,13
Jesus / Christ,Vehmaa,Jesus,1,1
Jesus / Christ,Venjoki,Jesus,5,2
Jesus / Christ,Vesilahti,Jesus,2,1
Jesus / Christ,Vigala,Christ,3,3
Jesus / Christ,Vigala,Jesus,4,4
Jesus / Christ,Vihanti,Jesus,1,1
Jesus / Christ,Viipuri,Jesus,1,1
Jesus / Christ,Viljakkala,Jesus,2,1
Jesus / Christ,Viljandi,Jesus,12,4
Jesus / Christ,Virrat,Jesus,2,2
Jesus / Christ,Virtasalmi,Jesus,2,2
Jesus / Christ,Viru-Nigula,Jesus,2,1
Jesus / Christ,Vitele,Christ,1,1
Jesus / Christ,Vittanki,Jesus,2,2
Jesus / Christ,Vuokkiniemi,Jesus,14,10
Jesus / Christ,Vuole,Christ,2,2
Jesus / Christ,Vuole,Jesus,22,15
Jesus / Christ,Vähäkyrö,Christ,3,1
Jesus / Christ,Vähäkyrö,Jesus,2,1
Jesus / Christ,Väike-Maarja,Jesus,7,6
Jesus / Christ,Vändra,Jesus,1,1
Jesus / Christ,Ylihärmä,Christ,1,1
Jesus / Christ,Yläne,Christ,1,1
Jesus / Christ,Yläne,Jesus,2,2
Jesus / Christ,Östmark,Christ,2,2
Jesus / Christ,Östmark,Jesus,8,8
John / Jaan / Jussi / Hans,Alajärvi,Jussi,1,1
John / Jaan / Jussi / Hans,Alavus,John/St John,1,1
John / Jaan / Jussi / Hans,Alavus,Jussi,4,3
John / Jaan / Jussi / Hans,Ambla,Ants,3,3
John / Jaan / Jussi / Hans,Ambla,Hans,13,7
John / Jaan / Jussi / Hans,Ambla,Jaan/Jaani,5,4
John / Jaan / Jussi / Hans,Ambla,John/St John,11,9
John / Jaan / Jussi / Hans,Ambla,Juhan,1,1
John / Jaan / Jussi / Hans,Anseküla,Hans,1,1
John / Jaan / Jussi / Hans,Anseküla,Jaan/Jaani,1,1
John / Jaan / Jussi / Hans,Anseküla,Juhan,2,2
John / Jaan / Jussi / Hans,Artjärvi,Jussi,1,1
John / Jaan / Jussi / Hans,Asikkala,Jussi,3,3
John / Jaan / Jussi / Hans,Askainen,Jussi,1,1
John / Jaan / Jussi / Hans,Audru,Hans,13,6
John / Jaan / Jussi / Hans,Audru,Jaan/Jaani,2,2
John / Jaan / Jussi / Hans,Audru,John/St John,9,6
John / Jaan / Jussi / Hans,Audru,Juhan,1,1
John / Jaan / Jussi / Hans,Emmaste,Ants,1,1
John / Jaan / Jussi / Hans,Eurajoki,Jussi,1,1
John / Jaan / Jussi / Hans,Evijärvi,Jussi,3,3
John / Jaan / Jussi / Hans,Forssa,Jussi,2,2
John / Jaan / Jussi / Hans,Hageri,Ants,1,1
John / Jaan / Jussi / Hans,Hageri,Jaan/Jaani,2,2
John / Jaan / Jussi / Hans,Halikko,Jussi,1,1
John / Jaan / Jussi / Hans,Haljala,Ants,19,9
John / Jaan / Jussi / Hans,Haljala,Hans,1,1
John / Jaan / Jussi / Hans,Haljala,Jaan/Jaani,5,4
John / Jaan / Jussi / Hans,Haljala,John/St John,12,7
John / Jaan / Jussi / Hans,Haljala,Juhan,5,4
John / Jaan / Jussi / Hans,Haljala,Jussi,1,1
John / Jaan / Jussi / Hans,Halliste,Ants,6,6
John / Jaan / Jussi / Hans,Halliste,Hans,16,11
John / Jaan / Jussi / Hans,Halliste,Jaan/Jaani,31,6
John / Jaan / Jussi / Hans,Halliste,John/St John,13,9
John / Jaan / Jussi / Hans,Halliste,Juhan,1,1
John / Jaan / Jussi / Hans,Hanila,Jaan/Jaani,14,5
John / Jaan / Jussi / Hans,Hanila,John/St John,2,2
John / Jaan / Jussi / Hans,Hanila,Juhan,1,1
John / Jaan / Jussi / Hans,Hargla,Jaan/Jaani,2,1
John / Jaan / Jussi / Hans,Hargla,John/St John,4,2
John / Jaan / Jussi / Hans,Harju-Jaani,Ants,2,2
John / Jaan / Jussi / Hans,Harju-Jaani,Hans,6,4
John / Jaan / Jussi / Hans,Harju-Jaani,Jaan/Jaani,1,1
John / Jaan / Jussi / Hans,Harju-Jaani,John/St John,9,9
John / Jaan / Jussi / Hans,Harju-Madise,Hans,1,1
John / Jaan / Jussi / Hans,Harlu,Jussi,1,1
John / Jaan / Jussi / Hans,Hartola,Jussi,5,4
John / Jaan / Jussi / Hans,Hattula,Jussi,14,12
John / Jaan / Jussi / Hans,Hauho,Jussi,5,4
John / Jaan / Jussi / Hans,Haukivuori,Jussi,1,1
John / Jaan / Jussi / Hans,Hausjärvi,Jussi,5,5
John / Jaan / Jussi / Hans,Heinjoki,Jussi,7,3
John / Jaan / Jussi / Hans,Heinävesi,Jussi,14,13
John / Jaan / Jussi / Hans,Helme,Ants,8,4
John / Jaan / Jussi / Hans,Helme,Hans,4,3
John / Jaan / Jussi / Hans,Helme,Jaan/Jaani,38,12
John / Jaan / Jussi / Hans,Helme,John/St John,2,2
John / Jaan / Jussi / Hans,Helsinki,Jussi,1,1
John / Jaan / Jussi / Hans,Hollola,Jussi,2,2
John / Jaan / Jussi / Hans,Humppila,Jussi,1,1
John / Jaan / Jussi / Hans,Hyvinkää,Hans,1,1
John / Jaan / Jussi / Hans,Hyvinkää,Jussi,1,1
John / Jaan / Jussi / Hans,Hämeenkyrö,Jussi,2,2
John / Jaan / Jussi / Hans,Hämeenlinna,John/St John,2,1
John / Jaan / Jussi / Hans,Hämeenlinna,Jussi,6,6
John / Jaan / Jussi / Hans,Häädemeeste,Hans,1,1
John / Jaan / Jussi / Hans,Häädemeeste,Jaan/Jaani,7,7
John / Jaan / Jussi / Hans,Häädemeeste,John/St John,26,4
John / Jaan / Jussi / Hans,Häädemeeste,Jussi,1,1
John / Jaan / Jussi / Hans,Iisaku,Ants,1,1
John / Jaan / Jussi / Hans,Iisaku,Hans,2,2
John / Jaan / Jussi / Hans,Iisaku,Jaan/Jaani,1,1
John / Jaan / Jussi / Hans,Iisaku,John/St John,1,1
John / Jaan / Jussi / Hans,Iisalmi,Jussi,4,4
John / Jaan / Jussi / Hans,Iitti,Jussi,2,1
John / Jaan / Jussi / Hans,Ilomantsi,John/St John,2,2
John / Jaan / Jussi / Hans,Ilomantsi,Jussi,5,5
John / Jaan / Jussi / Hans,Isojoki,Jussi,1,1
John / Jaan / Jussi / Hans,Jaani,Ants,1,1
John / Jaan / Jussi / Hans,Jaani,John/St John,2,1
John / Jaan / Jussi / Hans,Jalasjärvi,Jussi,2,2
John / Jaan / Jussi / Hans,Janakkala,Jussi,3,3
John / Jaan / Jussi / Hans,Johannes,Jussi,1,1
John / Jaan / Jussi / Hans,Jokioinen,Jussi,1,1
John / Jaan / Jussi / Hans,Joroinen,John/St John,1,1
John / Jaan / Jussi / Hans,Joroinen,Jussi,2,2
John / Jaan / Jussi / Hans,Joutseno,Jussi,1,1
John / Jaan / Jussi / Hans,Juuka,Jussi,1,1
John / Jaan / Jussi / Hans,Juuru,Ants,1,1
John / Jaan / Jussi / Hans,Juuru,Jaan/Jaani,1,1
John / Jaan / Jussi / Hans,Juuru,John/St John,3,3
John / Jaan / Jussi / Hans,Juva,Jussi,2,2
John / Jaan / Jussi / Hans,Jällivaara,Jussi,1,1
John / Jaan / Jussi / Hans,Jämsä,Jussi,3,2
John / Jaan / Jussi / Hans,Järva-Jaani,Ants,2,2
John / Jaan / Jussi / Hans,Järva-Jaani,Hans,5,2
John / Jaan / Jussi / Hans,Järva-Jaani,Jaan/Jaani,5,4
John / Jaan / Jussi / Hans,Järva-Jaani,Juhan,1,1
John / Jaan / Jussi / Hans,Järva-Madise,Hans,9,5
John / Jaan / Jussi / Hans,Järva-Madise,Jaan/Jaani,8,6
John / Jaan / Jussi / Hans,Järva-Madise,John/St John,1,1
John / Jaan / Jussi / Hans,Jõelähtme,Ants,7,4
John / Jaan / Jussi / Hans,Jõelähtme,Hans,1,1
John / Jaan / Jussi / Hans,Jõelähtme,Jaan/Jaani,3,1
John / Jaan / Jussi / Hans,Jõelähtme,John/St John,2,2
John / Jaan / Jussi / Hans,Jõelähtme,Jussi,1,1
John / Jaan / Jussi / Hans,Jõhvi,Ants,1,1
