feature_rank_by_size,semantic_name_group,english_variant,area_name,macroRegion,langLabel,langCode,standard_lemma,mentions,poems,top_local_lemmas,top_surface_forms,top_word_in_english
4,Catherine / Kadri / Katri,Kaisa/Kaie,Saarde,Estonia core/west,North Estonian,viP,Kaie,1,1,Kaie (1),Kaie (1),Kaie's (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Saarijärvi,Finland/Savo-Karelia,Finnish,su,Kaisa,1,1,Kaisa (1),Kaisa (1),Kaisa (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Sakkola,Finland/Savo-Karelia,Finnish,su,Kaisa,1,1,Kaisa (1),Kaisan (1),Kaisa's (1)
4,Catherine / Kadri / Katri,Catherine/Katherine,Salmi,East Karelia/Veps/Tver,Livvi-Karelian,ka,Katariina,1,1,kateriina (1),Kateriina (1),Catherine (1)
4,Catherine / Kadri / Katri,Kadri,Sangaste,Estonia core/west,South Estonian,viE,Kadri,3,2,Kadri (3),Kadri (3),Kadri (3)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Sangaste,Estonia core/west,South Estonian,viE,Kaie,3,2,Kaie (3),Kaie (3),Kaie (3)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Sangaste,Estonia core/west,South Estonian,viE,Kaieken,2,1,Kaieken (2),Kaieken (2),little Kaie (2)
4,Catherine / Kadri / Katri,Katri/Katrina,Sangaste,Estonia core/west,South Estonian,viE,Katri,1,1,Katri (1),Katri (1),Katri's (1)
4,Catherine / Kadri / Katri,Kati,Sauvo,Finland/Savo-Karelia,Finnish,su,Kati,1,1,kati (1),Kati (1),Kati (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Savitaipale,Finland/Savo-Karelia,Finnish,su,Kaisa,1,1,Kaisa (1),Kaisa (1),Kaisa (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Savonlinna,Finland/Savo-Karelia,Finnish,su,Kaisa,2,1,Kaisa (2),Kaisan (1); Kaisa (1),Kaisa's (1); Kaisa (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Savonranta,Finland/Savo-Karelia,Finnish,su,Kaisa,1,1,Kaisa (1),Kaisa (1),Kaisa (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Seiskari,Finland/Savo-Karelia,Finnish,su,Katri,1,1,Katri (1),Katrin (1),Katri's (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Serepetta,Ingria,Finnish,su,Katrina,6,5,Katrina (6),Katrina (6),Katrina (6)
4,Catherine / Kadri / Katri,Kati,Serepetta,Ingria,Finnish,su,Kati,2,1,Kati (2),Kati (2),Kati (2)
4,Catherine / Kadri / Katri,Katri/Katrina,Serepetta,Ingria,Finnish,su,Katri,2,2,Katti (1); Katri (1),Katriini (1); Katri (1),my Katri (1); Katri (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Serepetta,Ingria,Finnish,su,Katrna,1,1,Katrna (1),Katrna (1),Katrina (1)
4,Catherine / Kadri / Katri,Kadri,Setumaa,South Estonia/Seto,South Estonian,viE,Kadri,17,5,Kadri (10); kadri (7),Kadri (9); kadri (5); kadril (2); Kadril (1),Kadri (14); on Kadri (2); Kadri's (1)
4,Catherine / Kadri / Katri,Kadri,Setumaa,South Estonia/Seto,South Estonian,viE,kadri,8,1,kadri (8),Kadril (7); Kadrel (1),at Kadri's (8)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Setumaa,South Estonia/Seto,South Estonian,viE,Katariina,2,1,kaie (2),Kaie (2),Kaie (2)
4,Catherine / Kadri / Katri,Kati,Setumaa,South Estonia/Seto,South Estonian,viE,Kati,2,2,kati (2),Kati (2),Kati (2)
4,Catherine / Kadri / Katri,Kadri,Setumaa,South Estonia/Seto,South Estonian,viE,kadriköis,1,1,kadriköis (1),kadriköisi (1),Kadri's ropes (1)
4,Catherine / Kadri / Katri,Kadri,Setumaa,South Estonia/Seto,South Estonian,viE,siidi-Kadri,1,1,siidikadri (1),siidikadri (1),silk-Kadri (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Setumaa,South Estonia/Seto,South Estonian,viE,Kaie,1,1,Kaie (1),Kaiele (1),to Kaie (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Setumaa,South Estonia/Seto,South Estonian,viE,Katri,1,1,Katri (1),Katri (1),Katri's (1)
4,Catherine / Kadri / Katri,Kadri,Simuna,Estonia core/west,North Estonian,viP,Kadri,23,3,Kadri (15); kadri (3); kadrid (2); kadrile (2); kadril (1),Kadri (11); Kadrile (4); kadri (3); Kadril (2); kadrid (2); Kadrid (1),Kadri (11); to Kadri (4); Kadris (3); Kadri's (3); at Kadri's (1); on Kadri (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Simuna,Estonia core/west,North Estonian,viP,Kaie,5,3,Kaie (4); Kaie-ke (1),Kaie (4); Kaiekesta (1),Kaie (4); little-Kaie (1)
4,Catherine / Kadri / Katri,Kadri,Simuna,Estonia core/west,North Estonian,viP,kadrike,2,1,kadrikesed (2),kadrikesed (2),little Kadris (2)
4,Catherine / Kadri / Katri,Kadri,Simuna,Estonia core/west,North Estonian,viP,Kadrina,1,1,Kadrina (1),Kadrinast (1),from Kadrina (1)
4,Catherine / Kadri / Katri,Kadri,Simuna,Estonia core/west,North Estonian,viP,kadrinad,1,1,kadrinad (1),kadrinad (1),Kadris (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Simuna,Estonia core/west,North Estonian,viP,Kaie-l,1,1,Kaie-l (1),Kaiel (1),on-Kaie (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Simuna,Estonia core/west,North Estonian,viP,kaebama,1,1,kaebama (1),kaeba (1),trade/Kaie (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Simuna,Estonia core/west,North Estonian,viP,kaie,1,1,kaie (1),kaiel (1),on Kaie (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Simuna,Estonia core/west,North Estonian,viP,kaiekene,1,1,kaiekene (1),kaiekese (1),little Kaie (1)
4,Catherine / Kadri / Katri,Kati,Skuoritsa,Ingria,Finnish,su,Kati,1,1,Kati (1),Kati (1),Kati (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Soanlahti,East Karelia/Veps/Tver,Finnish,su,Katri,4,2,Katri (4),Katri (4),Katri (4)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Soanlahti,East Karelia/Veps/Tver,Finnish,su,Kaisa,1,1,Kaisa (1),Kaisan (1),Kaisa's (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Sodankylä,Finland/Savo-Karelia,Finnish,su,Kaisa,1,1,kaisa (1),Kaisa (1),Kaisa (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Soikkola,Ingria,Ingrian,in,Kaisa,13,4,Kaisa (8); Kaisu (3); Kaiso (2),Kaisa (7); Kaisan (1); Kaisun (1); Kaisulta (1); Kaisu (1); Kaisojen (1),Kaisa (9); Kaisa's (3); from Kaisa (1)
4,Catherine / Kadri / Katri,Kati,Soikkola,Ingria,Ingrian,in,Kati,4,3,Kati (4),Kati (4),Kati (4)
4,Catherine / Kadri / Katri,Katri/Katrina,Soikkola,Ingria,Ingrian,in,Katariina,2,2,Katrina (2),Katrina (2),Katrina (2)
4,Catherine / Kadri / Katri,Katri/Katrina,Soikkola,Ingria,Ingrian,in,Katriina,2,2,Katriina (2),Katriina (1); Katrina (1),Katrina (2)
4,Catherine / Kadri / Katri,Catherine/Katherine,Soikkola,Ingria,Ingrian,in,Katri,1,1,Katri (1),Katriina (1),Katherine (1)
4,Catherine / Kadri / Katri,Catherine/Katherine,Soikkola,Ingria,Ingrian,in,Katrina,1,1,Katrina (1),Katrina (1),Katherine (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Soikkola,Ingria,Ingrian,in,Katri,1,1,Katri (1),Katri (1),Katri (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Soini,Finland/Savo-Karelia,Finnish,su,Kaisa,3,3,Kaisa (3),Kaisa (3),Kaisa (3)
4,Catherine / Kadri / Katri,Catherine/Katherine,Sonkajärvi,Finland/Savo-Karelia,Finnish,su,Katariina,1,1,Katariina (1),Katariina (1),Katherine (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Sortavala,East Karelia/Veps/Tver,Finnish,su,Katri,4,2,Katri (4),Katri (4),Katri (4)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Sortavala,East Karelia/Veps/Tver,Finnish,su,Kaisa,3,2,Kaisa (3),Kaisan (2); Kaisa (1),Kaisa's (2); Kaisa (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Sortavala,East Karelia/Veps/Tver,Finnish,su,Katrina,3,1,Katrina (3),Katrinaa (2); Katrina (1),Katrina (3)
4,Catherine / Kadri / Katri,Katri/Katrina,Sortavala,East Karelia/Veps/Tver,Finnish,su,katrina,2,1,katrina (2),Katrinalle (2),Katrina (2)
4,Catherine / Kadri / Katri,Katri/Katrina,Sortavala,East Karelia/Veps/Tver,Finnish,su,katri,1,1,katri (1),Katri (1),Katri (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Sortavala,East Karelia/Veps/Tver,Finnish,su,katriina,1,1,katrina (1),Katriina (1),Katrina (1)
4,Catherine / Kadri / Katri,Catherine/Katherine,Soutjärvi,East Karelia/Veps/Tver,Veps,ve,Kateriina,1,1,Katerina (1),Katerina (1),Catherine (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Suistamo,East Karelia/Veps/Tver,Livvi-Karelian,ka,Kaisa,4,4,Kaisa (3); Kaisan (1),Kaisaksi (2); Kaisan (1); Kaisiksi (1),as Kaisa (2); Kaisa's (1); into Kaisa (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Suistamo,East Karelia/Veps/Tver,Livvi-Karelian,ka,Katrina,3,2,Katrina (3),Katrina (3),Katrina (3)
4,Catherine / Kadri / Katri,Kadri,Suistamo,East Karelia/Veps/Tver,Livvi-Karelian,ka,Katariina,2,1,Kadri (2),Kadri (2),Kadri (2)
4,Catherine / Kadri / Katri,Katri/Katrina,Suistamo,East Karelia/Veps/Tver,Livvi-Karelian,ka,Katri,1,1,Katri (1),Katri (1),Katri (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Suojärvi,East Karelia/Veps/Tver,Finnish,su,Katri,3,2,Katri (1); kadrini (1); kadrin (1),Katrin (2); Katri (1),Katri's (2); Katri (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Suomusjärvi,Finland/Savo-Karelia,Finnish,su,Kaisa,1,1,kaiss (1),Kaisa (1),Kaisa (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Suomussalmi,Finland/Savo-Karelia,Finnish,su,kaisa,2,1,kaisa (2),Kaisa (1); kaisa (1),Kaisa/sedge (2)
4,Catherine / Kadri / Katri,Kadri,Suure-Jaani,Estonia core/west,North Estonian,viP,Kadri,16,6,Kadri (16),Kadri (14); Kadril (2),Kadri (13); on Kadri (2); Kadri's (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Suure-Jaani,Estonia core/west,North Estonian,viP,Kaie,5,4,Kaie (5),Kaie (3); Kaiele (2),Kaie (3); to Kaie (2)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Suure-Jaani,Estonia core/west,North Estonian,viP,kai,1,1,kai (1),Kaie (1),Kaie's/wharf's (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Sääksmäki,Finland/Savo-Karelia,Finnish,su,Kaisa,1,1,Kaisa (1),Kaisa (1),Kaisa (name) (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Sääminki,Finland/Savo-Karelia,Finnish,su,Kaisa,1,1,Kaisa (1),Kaisa (1),Kaisa (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Tammela,Finland/Savo-Karelia,Finnish,su,Kaisa,2,2,Kaisa (2),kaisaa (1); Kaisani (1),Kaisa (1); my Kaisa (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Tampere,Finland/Savo-Karelia,Finnish,su,Kaisa,1,1,Kaisa (1),Kaisa (1),Kaisa (1)
4,Catherine / Kadri / Katri,Kadri,Tartu-Maarja,Estonia core/west,South Estonian,viE,Kadri,3,1,Kadri (3),Kadri (3),Kadri (name) (3)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Tartu-Maarja,Estonia core/west,South Estonian,viE,Kaie,2,2,Kaie (2),Kaie (2),Kaie (2)
4,Catherine / Kadri / Katri,Kadri,Tarvastu,Estonia core/west,South Estonian,viE,Kadri,15,4,Kadri (10); kadri (3); Kadril (1); Kadrikene (1),Kadri (5); Kadril (3); kadri (3); Kadrid (2); „Kadri (1); Kadrikene (1),Kadri (7); on Kadri (3); Kadris (2); Kadri's (2); dear Kadri (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Tarvastu,Estonia core/west,South Estonian,viE,Katri,3,2,Katri (3),Katri (3),Katri (2); Katri's (1)
4,Catherine / Kadri / Katri,Kadri,Tarvastu,Estonia core/west,South Estonian,viE,Kadrikarja,1,1,kadrikarja (1),Kadrikarja (1),Kadri's herd (1)
4,Catherine / Kadri / Katri,Kadri,Tarvastu,Estonia core/west,South Estonian,viE,kadriõhtu,1,1,kadriõhtu (1),kadriõhtusse (1),into Kadri-evening (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Tarvastu,Estonia core/west,South Estonian,viE,Kai,1,1,Kaie (1),Kaie (1),Kaie (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Tarvastu,Estonia core/west,South Estonian,viE,Kaie,1,1,Kaie (1),Kaie (1),Kaie (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Tarvastu,Estonia core/west,South Estonian,viE,Katariina,1,1,Kaie (1),Kaie (1),little Kaie (1)
4,Catherine / Kadri / Katri,Kati,Tarvastu,Estonia core/west,South Estonian,viE,Kati,1,1,Kati (1),Kati (1),Kati (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Teisko,Finland/Savo-Karelia,Finnish,su,Kaisa,1,1,Kaisa (1),Kaisa (1),Kaisa (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Terijoki,Finland/Savo-Karelia,Finnish,su,Katri,1,1,Katri (1),Katrilla (1),Katri's (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Tervo,Finland/Savo-Karelia,Finnish,su,Kaisa,1,1,Kaisa (1),Kaisa (1),Kaisa (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Tohmajärvi,Finland/Savo-Karelia,Finnish,su,Kaisa,2,2,Kaisa (2),Kaisa (1); Kaisaksi (1),Kaisa (2)
4,Catherine / Kadri / Katri,Katri/Katrina,Tohmajärvi,Finland/Savo-Karelia,Finnish,su,Katri,2,1,Katri (2),Katri (2),Katri (2)
4,Catherine / Kadri / Katri,Kati,Toksova,Ingria,Finnish,su,Kati,6,1,Kati (6),Katin (3); Kati (3),Kati's (3); Kati (3)
4,Catherine / Kadri / Katri,Katri/Katrina,Toksova,Ingria,Finnish,su,Katariina,2,2,Katrina (2),Katrina (2),Katrina (2)
4,Catherine / Kadri / Katri,Katri/Katrina,Toksova,Ingria,Finnish,su,Katri,2,1,Katri (2),Katri (2),Katri (2)
4,Catherine / Kadri / Katri,Catherine/Katherine,Toksova,Ingria,Finnish,su,katrinainen,1,1,katrinainen (1),Katrinainen (1),Catherine (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Toksova,Ingria,Finnish,su,Katriina,1,1,Katrina (1),Katrina (1),Katrina (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Toksova,Ingria,Finnish,su,Katrina,1,1,Katrina (1),Katrina (1),Katrina (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Toksova,Ingria,Finnish,su,katrinainen,1,1,katrinainen (1),Katrinainen (1),Katrina-like (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Tolmačču,East Karelia/Veps/Tver,Karelian Proper,ka,Katti,2,1,Katti (2),Katti (2),Katri (2)
4,Catherine / Kadri / Katri,Kadri,Tori,Estonia core/west,North Estonian,viP,Kadri,22,5,Kadri (22),Kadri (16); Kadrile (3); Kadrid (2); Kadrit (1),Kadri (17); to Kadri (3); Kadris (2)
4,Catherine / Kadri / Katri,Kadri,Tori,Estonia core/west,North Estonian,viP,Kadri & Udri,4,1,Kadri & Udri (4),Kadri-Udri (4),Kadri-Udri (4)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Tori,Estonia core/west,North Estonian,viP,Kaie,2,1,Kaie (2),Kaie (2),Kaie (2)
4,Catherine / Kadri / Katri,Kadri,Torma,Estonia core/west,North Estonian,viP,Kadri,4,4,Kadri (4),Kadril (3); Kadri (1),Kadri's (2); at Kadri's (1); Kadri (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Torma,Estonia core/west,North Estonian,viP,Kaie,4,1,Kaie (4),Kaie (3); Kail (1),Kaie (3); on Kaie (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Torma,Estonia core/west,North Estonian,viP,Kai,1,1,Kai (1),Kai (1),Kaie (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Torma,Estonia core/west,North Estonian,viP,Kaiuke,1,1,Kaiekene (1),Kaiest (1),little Kaie (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Turku,Finland/Savo-Karelia,Finnish,su,Kaisa,2,2,Kaisa (2),Kaisa (2),Kaisa (2)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Tuupovaara,Finland/Savo-Karelia,Finnish,su,Kaisa,7,1,Kaisa (7),Kaisa (7),Kaisa (7)
4,Catherine / Kadri / Katri,Catherine/Katherine,Tuupovaara,Finland/Savo-Karelia,Finnish,su,Katri,2,1,Katri (2),Katri (2),Katherine (2)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Tyrö,Ingria,Finnish,su,Kaisa,9,3,Kaisa (8); Kaisoi (1),Kaisan (5); Kaisa (4),Kaisa's (5); Kaisa (4)
4,Catherine / Kadri / Katri,Katri/Katrina,Tyrö,Ingria,Finnish,su,Katri,8,4,Katri (7); Katri+na (1),Katri (6); Katrinna (1); Katrina (1),Katri (6); Katrina (1); as Katri (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Tyrö,Ingria,Finnish,su,Katrina,4,3,Katrina (4),Katrina (4),Katrina (4)
4,Catherine / Kadri / Katri,Katri/Katrina,Tyrö,Ingria,Finnish,su,Katariina,3,2,Katrina (3),Katrina (3),Katrina (3)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Tyrö,Ingria,Finnish,su,Kaisojen,1,1,Kaisoin (1),Kaisojen (1),Kaisa's (1)
4,Catherine / Kadri / Katri,Kadri,Tõstamaa,Estonia core/west,North Estonian,viP,Kadri,17,6,Kadri (17),Kadri (12); Kadril (2); Kadrid (2); Kadrile (1),Kadri (12); Kadri's (2); Kadris (2); on Kadri (1)
4,Catherine / Kadri / Katri,Catherine/Katherine,Tõstamaa,Estonia core/west,North Estonian,viP,Kadri,3,1,Kadri (3),Kadri (3),Catherine (3)
4,Catherine / Kadri / Katri,Kadri,Tõstamaa,Estonia core/west,North Estonian,viP,Kadrik,1,1,Kadrike (1),Kadrike (1),Kadrike (1)
4,Catherine / Kadri / Katri,Kadri,Tõstamaa,Estonia core/west,North Estonian,viP,saadik,1,1,kadrisandid (1),Kadri saadikud (1),Kadri's envoys (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Tõstamaa,Estonia core/west,North Estonian,viP,Kaie,1,1,Kaie (1),Kaie (1),Kaie (1)
4,Catherine / Kadri / Katri,Kadri,Türi,Estonia core/west,North Estonian,viP,Kadri,18,2,Kadri (18),Kadri (11); Kadrisid (4); Kadril (2); Kadrid (1),Kadri (9); Kadris (5); (to) Kadri (2); Kadri's (2)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Türi,Estonia core/west,North Estonian,viP,Kaie,7,3,Kaie (7),Kaie (4); kaiele (1); Kaiest (1); Kaiel (1),Kaie (4); to Kaie (1); from Kaie (1); at Kaie (1)
4,Catherine / Kadri / Katri,Kadri,Türi,Estonia core/west,North Estonian,viP,kadri,1,1,kadrik (1),kadrikesi (1),little Kadris (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Türi,Estonia core/west,North Estonian,viP,Kai,1,1,Kaie (1),Kaie (1),Kaie (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Türi,Estonia core/west,North Estonian,viP,Kaia,1,1,Kaie (1),Kaia (1),Kaie (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Uhtua,East Karelia/Veps/Tver,Karelian Proper,ka,Kaisa,3,1,Kaisa (3),Kaisa (2); Kaisan (1),Kaisa (2); Kaisa's (1)
4,Catherine / Kadri / Katri,Kadri,Urvaste,South Estonia/Seto,South Estonian,viE,kadri,3,1,kadri (3),kadrid (2); kadri (1),Kadris (2); Kadri (1)
4,Catherine / Kadri / Katri,Kadri,Urvaste,South Estonia/Seto,South Estonian,viE,kadrile,2,1,kadrile (2),kadrile (2),for Kadri (2)
4,Catherine / Kadri / Katri,Katri/Katrina,Urvaste,South Estonia/Seto,South Estonian,viE,katri,2,1,katrikõn (2),katriken (2),little Katri (2)
4,Catherine / Kadri / Katri,Kadri,Urvaste,South Estonia/Seto,South Estonian,viE,Kadri,1,1,Kadri (1),Kadri (1),Kadri (1)
4,Catherine / Kadri / Katri,Kati,Uskela,Finland/Savo-Karelia,Finnish,su,kati/kaati,1,1,kati (1),kati (1),Kati/gadfly (1)
4,Catherine / Kadri / Katri,Catherine/Katherine,Uukuniemi,East Karelia/Veps/Tver,Finnish,su,Katri,4,1,Katri (4),Katri (4),Katherine (4)
4,Catherine / Kadri / Katri,Katri/Katrina,Uukuniemi,East Karelia/Veps/Tver,Finnish,su,Katri,1,1,Katri (1),Katri (1),Katri (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Uusikirkko Tl.,Finland/Savo-Karelia,Finnish,su,Kaisa,1,1,Kaisa (1),Kaisan (1),Kaisa's (1)
4,Catherine / Kadri / Katri,Kati,Uusikirkko Tl.,Finland/Savo-Karelia,Finnish,su,Katina,1,1,Katina (1),Katinan (1),of Katina/Kati (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Vaasa,Finland/Savo-Karelia,Outside selected Finnic areas,ru,Kaisa,1,1,Kaisa (1),Kaisan (1),Kaisa's (1)
4,Catherine / Kadri / Katri,Kadri,Vaivara,Estonia core/west,North Estonian,viP,Kadri,2,2,Kadri (2),Kadri (2),Kadri (2)
4,Catherine / Kadri / Katri,Catherine/Katherine,Vaivara,Estonia core/west,North Estonian,viP,kadripäev,1,1,katrina (1),kadripäevast (1),from Catherine's Day (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Vaivara,Estonia core/west,North Estonian,viP,Kai,1,1,Kai (1),Kaie (1),Kaie's (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Vaivara,Estonia core/west,North Estonian,viP,Kaie,1,1,Kaie (1),Kaie (1),Kaie (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Vaivara,Estonia core/west,North Estonian,viP,Katariina,1,1,Katrina (1),Katrina (1),Katrina (1)
4,Catherine / Kadri / Katri,Catherine/Katherine,Valtimo,Finland/Savo-Karelia,Finnish,su,Katriina,1,1,Katriina (1),Katriina (1),Katherine (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Valtimo,Finland/Savo-Karelia,Finnish,su,kaisa,1,1,kaisa (1),Kaisa (1),Kaisa (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Valtimo,Finland/Savo-Karelia,Finnish,su,Katri,1,1,Katri (1),Katri (1),Katri (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Varbla,Estonia core/west,North Estonian,viP,Kadri,4,1,Katri (4),Katri (4),Katri (4)
4,Catherine / Kadri / Katri,Catherine/Katherine,Varbla,Estonia core/west,North Estonian,viP,Kadri,3,1,Kadri (3),Kadri (3),Catherine (3)
4,Catherine / Kadri / Katri,Kadri,Varbla,Estonia core/west,North Estonian,viP,Kadri,3,2,Kadri (2); Kadrid (1),kadrid (1); kadri (1); Kadri (1),Kadris (1); Kadri's (1); Kadri (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Varbla,Estonia core/west,North Estonian,viP,kaie,1,1,kaie (1),kaie (1),Kaie (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Vastseliina,South Estonia/Seto,South Estonian,viE,Katri,3,2,Katri (2); katri (1),Katri (3),Katri (2); Katri's (1)
4,Catherine / Kadri / Katri,Kati,Vastseliina,South Estonia/Seto,South Estonian,viE,Kati,1,1,Kati (1),Kati (1),Kati (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Venjoki,Ingria,Finnish,su,Kaisa,12,1,Kaisa (12),Kaisan (7); Kaisa (5),Kaisa's (7); Kaisa (5)
4,Catherine / Kadri / Katri,Katri/Katrina,Venjoki,Ingria,Finnish,su,Katri,7,1,Katri (7),Katri (7),Katri (7)
4,Catherine / Kadri / Katri,Katri/Katrina,Venjoki,Ingria,Finnish,su,Katriina,2,2,Katriina (1); Katrina (1),Katriina (1); Katrina (1),Katrina (2)
4,Catherine / Kadri / Katri,Kati,Venjoki,Ingria,Finnish,su,Kati,1,1,Kati (1),Kati (1),Kati (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Veteli,Finland/Savo-Karelia,Finnish,su,Kaisa,1,1,Kaisa (1),Kaisa (1),Kaisa (1)
4,Catherine / Kadri / Katri,Kadri,Vigala,Estonia core/west,North Estonian,viP,Kadri,15,4,Kadri (15),Kadri (12); Kadril (1); Kadrile (1); Kadrid (1),Kadri (11); on Kadri (1); to Kadri (1); Kadris (1); Kadri's (1)
4,Catherine / Kadri / Katri,Kadri,Vigala,Estonia core/west,North Estonian,viP,kadri,7,2,kadri (7),kadril (4); kadri (2); kadrid (1),Kadri (3); on Kadri (3); Kadris (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Vigala,Estonia core/west,North Estonian,viP,Kaie,6,4,Kaie (5); kaiekene (1),Kaie (5); Kaiekene (1),Kaie (5); little Kaie (1)
4,Catherine / Kadri / Katri,Kadri,Vigala,Estonia core/west,North Estonian,viP,kadripäev,3,1,kadri (3),kadripäevad (3),Kadri days (2); Kadri (calendar date) (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Vigala,Estonia core/west,North Estonian,viP,Kai,2,2,Kaie (1); Kai (1),Kaie (2),Kaie (1); Kaie's (1)
4,Catherine / Kadri / Katri,Kati,Vigala,Estonia core/west,North Estonian,viP,Tuku-Kati,1,1,Tuku-Kati (1),Tuku-Kati (1),Tuku-Kati (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Viipuri,Finland/Savo-Karelia,Finnish,su,Kaisa,1,1,Kaisa (1),Kaisa (1),Kaisa (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Viitasaari,Finland/Savo-Karelia,Finnish,su,Kaisa,1,1,Kaisa (1),Kaisa (1),Kaisa (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Viitasaari,Finland/Savo-Karelia,Finnish,su,Katri,1,1,Katri (1),Katri (1),Katri (1)
4,Catherine / Kadri / Katri,Kaisa/Kaie,Viljakkala,Finland/Savo-Karelia,Finnish,su,Kaisa,1,1,Kaisa (1),Kaisaa (1),Kaisa (1)
4,Catherine / Kadri / Katri,Katri/Katrina,Viljandi,Estonia core/west,North Estonian,viP,Katri,48,1,Katri (48),Katri (48),Katri (48)
4,Catherine / Kadri / Katri,Kadri,Viljandi,Estonia core/west,North Estonian,viP,Kadri,17,6,Kadri (15); Kadrikesta (1); Kadril (1),Kadri (13); Kadrid (2); Kadrikene (1); Kadril (1),Kadri (11); Kadri's (2); Kadrid (2); Little Kadri (1); on Kadri (1)
