feature_rank_by_size,semantic_name_group,area_name,macroRegion,langLabel,langCode,area_mentions,dominant_standard_lemma_category,dominant_mentions,dominant_share,variant_category_count,entropy,variant_distribution
4,Catherine / Kadri / Katri,Kitee,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Kivijärvi,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
4,Catherine / Kadri / Katri,Korpiselkä,East Karelia/Veps/Tver,Karelian Proper,ka,1,Other,1,1.0,1,-0.0,Other (1)
4,Catherine / Kadri / Katri,Kuopio,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Kuorevesi,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Kurikka,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Kymi,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Käina,Estonia core/west,North Estonian,viP,1,Kadri,1,1.0,1,-0.0,Kadri (1)
4,Catherine / Kadri / Katri,Laihia,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Liissilä,Ingria,Finnish,su,1,Katri,1,1.0,1,-0.0,Katri (1)
4,Catherine / Kadri / Katri,Luumäki,Finland/Savo-Karelia,Finnish,su,1,Katri,1,1.0,1,-0.0,Katri (1)
4,Catherine / Kadri / Katri,Maaninka,Finland/Savo-Karelia,Finnish,su,1,Katri,1,1.0,1,-0.0,Katri (1)
4,Catherine / Kadri / Katri,Muhos,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Mustjala,Estonia core/west,North Estonian,viP,1,Other,1,1.0,1,-0.0,Other (1)
4,Catherine / Kadri / Katri,Mynämäki,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Mäntyharju,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
4,Catherine / Kadri / Katri,Otepää,Estonia core/west,South Estonian,viE,1,Kaie,1,1.0,1,-0.0,Kaie (1)
4,Catherine / Kadri / Katri,Oulunsalo,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
4,Catherine / Kadri / Katri,Parainen,Finland/Savo-Karelia,Outside selected Finnic areas,ru,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Perho,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Perniö,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Pielisjärvi,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
4,Catherine / Kadri / Katri,Puumala,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
4,Catherine / Kadri / Katri,Pöytyä,Finland/Savo-Karelia,Finnish,su,1,Kati,1,1.0,1,-0.0,Kati (1)
4,Catherine / Kadri / Katri,Pühalepa,Estonia core/west,North Estonian,viP,1,Kaie,1,1.0,1,-0.0,Kaie (1)
4,Catherine / Kadri / Katri,Ruotsinpyhtää,Finland/Savo-Karelia,Outside selected Finnic areas,ru,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Ruovesi,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Saarijärvi,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Sakkola,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Salmi,East Karelia/Veps/Tver,Livvi-Karelian,ka,1,Other,1,1.0,1,-0.0,Other (1)
4,Catherine / Kadri / Katri,Sauvo,Finland/Savo-Karelia,Finnish,su,1,Kati,1,1.0,1,-0.0,Kati (1)
4,Catherine / Kadri / Katri,Savitaipale,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Savonranta,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Seiskari,Finland/Savo-Karelia,Finnish,su,1,Katri,1,1.0,1,-0.0,Katri (1)
4,Catherine / Kadri / Katri,Skuoritsa,Ingria,Finnish,su,1,Kati,1,1.0,1,-0.0,Kati (1)
4,Catherine / Kadri / Katri,Sodankylä,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Sonkajärvi,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
4,Catherine / Kadri / Katri,Soutjärvi,East Karelia/Veps/Tver,Veps,ve,1,Other,1,1.0,1,-0.0,Other (1)
4,Catherine / Kadri / Katri,Suomusjärvi,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Sääksmäki,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Sääminki,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Tampere,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Teisko,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Terijoki,Finland/Savo-Karelia,Finnish,su,1,Katri,1,1.0,1,-0.0,Katri (1)
4,Catherine / Kadri / Katri,Tervo,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Uskela,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
4,Catherine / Kadri / Katri,Vaasa,Finland/Savo-Karelia,Outside selected Finnic areas,ru,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Veteli,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Viipuri,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Viljakkala,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Virtasalmi,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
4,Catherine / Kadri / Katri,Värtsilä,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
4,Catherine / Kadri / Katri,Yläne,Finland/Savo-Karelia,Finnish,su,1,Kaisa,1,1.0,1,-0.0,Kaisa (1)
5,Jesus / Christ,Suistamo,East Karelia/Veps/Tver,Livvi-Karelian,ka,182,Jeesus,162,0.8901098901098901,4,0.4615,Jeesus (162); Jesus (9); Kristus (7); Other (4)
5,Jesus / Christ,Narvusi,Ingria,Ingrian,in,99,Jeesus,67,0.6767676767676768,5,0.977,Jeesus (67); Jesus (18); Kristus (9); Other (3); Jeesuksen (2)
5,Jesus / Christ,Lempaala,Finland/Savo-Karelia,Finnish,su,85,Jeesus,76,0.8941176470588236,2,0.3378,Jeesus (76); Jesus (9)
5,Jesus / Christ,Setumaa,South Estonia/Seto,South Estonian,viE,65,Jeesus,64,0.9846153846153847,2,0.0795,Jeesus (64); Jesus (1)
5,Jesus / Christ,Suojärvi,East Karelia/Veps/Tver,Finnish,su,60,Jesus,31,0.5166666666666667,5,1.0712,Jesus (31); Jeesus (22); Kristus (4); Jeesuksen (2); Other (1)
5,Jesus / Christ,Ilomantsi,Finland/Savo-Karelia,Finnish,su,59,Jeesus,33,0.559322033898305,5,1.1429,Jeesus (33); Kristus (13); Jesus (10); Jeesuksen (2); Other (1)
5,Jesus / Christ,Vastseliina,South Estonia/Seto,South Estonian,viE,49,Jeesus,46,0.9387755102040817,3,0.2693,Jeesus (46); Kristus (2); Other (1)
5,Jesus / Christ,Kitee,Finland/Savo-Karelia,Finnish,su,46,Jeesus,37,0.8043478260869565,4,0.6604,Jeesus (37); Jesus (6); Kristus (2); Jeesuksen (1)
5,Jesus / Christ,Salmi,East Karelia/Veps/Tver,Livvi-Karelian,ka,44,Jeesus,32,0.7272727272727273,3,0.7595,Jeesus (32); Kristus (8); Other (4)
5,Jesus / Christ,Liissilä,Ingria,Finnish,su,41,Jeesus,36,0.8780487804878049,2,0.3708,Jeesus (36); Kristus (5)
5,Jesus / Christ,Korpiselkä,East Karelia/Veps/Tver,Karelian Proper,ka,40,Jeesus,31,0.775,3,0.6117,Jeesus (31); Kristus (8); Jesus (1)
5,Jesus / Christ,Urvaste,South Estonia/Seto,South Estonian,viE,33,Jeesus,29,0.8787878787878788,3,0.4375,Jeesus (29); Kristus (3); Other (1)
5,Jesus / Christ,Impilahti,East Karelia/Veps/Tver,Livvi-Karelian,ka,30,Jeesus,20,0.6666666666666666,3,0.8401,Jeesus (20); Jesus (7); Kristus (3)
5,Jesus / Christ,Juva,Finland/Savo-Karelia,Finnish,su,29,Jeesus,17,0.5862068965517241,3,0.9109,Jeesus (17); Jesus (9); Kristus (3)
5,Jesus / Christ,Soikkola,Ingria,Ingrian,in,27,Jeesus,14,0.5185185185185185,5,1.28,Jeesus (14); Jesus (5); Kristus (5); Kiesus (2); Other (1)
5,Jesus / Christ,Kaprio,Ingria,Finnish,su,25,Jeesus,11,0.44,6,1.491,Jeesus (11); (proper noun) (6); Kiesus (3); Jesus (2); Kristus (2); Other (1)
5,Jesus / Christ,Sääksmäki,Finland/Savo-Karelia,Finnish,su,25,Jeesus,18,0.72,3,0.7078,Jeesus (18); Jesus (6); Kristus (1)
5,Jesus / Christ,Vuole,Ingria,Finnish,su,24,Jeesus,16,0.6666666666666666,4,0.9366,Jeesus (16); Jesus (5); Kristus (2); Other (1)
5,Jesus / Christ,Tohmajärvi,Finland/Savo-Karelia,Finnish,su,23,Jeesus,18,0.782608695652174,2,0.5236,Jeesus (18); Jesus (5)
5,Jesus / Christ,Kuusalu,Estonia core/west,North Estonian,viP,20,Jeesus,11,0.55,5,1.1394,Jeesus (11); Kristus (6); Jeesukene (1); Jesus (1); Other (1)
5,Jesus / Christ,Kadrina,Estonia core/west,North Estonian,viP,18,Jeesus,14,0.7777777777777778,3,0.6837,Jeesus (14); Jeesukene (2); Other (2)
5,Jesus / Christ,Tori,Estonia core/west,North Estonian,viP,17,Jeesus,16,0.9411764705882353,2,0.2237,Jeesus (16); Kristus (1)
5,Jesus / Christ,Porajärvi,East Karelia/Veps/Tver,Karelian Proper,kaV,14,Jeesus,8,0.5714285714285714,4,1.1164,Jeesus (8); Other (3); Jesus (2); Kristus (1)
5,Jesus / Christ,Räpina,South Estonia/Seto,South Estonian,viE,14,Jeesus,14,1.0,1,-0.0,Jeesus (14)
5,Jesus / Christ,Rõngu,Estonia core/west,South Estonian,viE,14,Jeesus,13,0.9285714285714286,2,0.2573,Jeesus (13); Kristus (1)
5,Jesus / Christ,Tammela,Finland/Savo-Karelia,Finnish,su,14,Jeesus,8,0.5714285714285714,3,0.876,Jeesus (8); Jesus (5); Kristus (1)
5,Jesus / Christ,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,14,Jeesus,13,0.9285714285714286,2,0.2573,Jeesus (13); Other (1)
5,Jesus / Christ,Ambla,Estonia core/west,North Estonian,viP,13,Jeesus,9,0.6923076923076923,4,0.9372,Jeesus (9); Kristus (2); Jeesuke (1); Other (1)
5,Jesus / Christ,Kesälahti,Finland/Savo-Karelia,Finnish,su,13,Jeesus,12,0.9230769230769231,2,0.2712,Jeesus (12); Jesus (1)
5,Jesus / Christ,Korpilahti,Finland/Savo-Karelia,Finnish,su,13,Jeesus,9,0.6923076923076923,2,0.6172,Jeesus (9); Jesus (4)
5,Jesus / Christ,Soanlahti,East Karelia/Veps/Tver,Finnish,su,13,Jesus,7,0.5384615384615384,3,0.8981,Jesus (7); Jeesus (5); Kiesus (1)
5,Jesus / Christ,Tyrö,Ingria,Finnish,su,13,Jeesus,12,0.9230769230769231,2,0.2712,Jeesus (12); Jesus (1)
5,Jesus / Christ,Koprina,Ingria,Finnish,su,12,Jeesus,10,0.8333333333333334,3,0.5661,Jeesus (10); Jeesuksen (1); Jesus (1)
5,Jesus / Christ,Marttila,Finland/Savo-Karelia,Finnish,su,12,Jeesus,9,0.75,2,0.5623,Jeesus (9); Jesus (3)
5,Jesus / Christ,Metsäpirtti,Finland/Savo-Karelia,Finnish,su,12,Jeesus,12,1.0,1,-0.0,Jeesus (12)
5,Jesus / Christ,Moloskovitsa,Ingria,Finnish,su,12,Jeesus,12,1.0,1,-0.0,Jeesus (12)
5,Jesus / Christ,Pielisjärvi,Finland/Savo-Karelia,Finnish,su,12,Jeesus,10,0.8333333333333334,3,0.5661,Jeesus (10); Jeesuksen (1); Jesus (1)
5,Jesus / Christ,Repola,East Karelia/Veps/Tver,Karelian Proper,kaV,12,Jeesus,9,0.75,2,0.5623,Jeesus (9); Kristus (3)
5,Jesus / Christ,Suure-Jaani,Estonia core/west,North Estonian,viP,12,Jeesukene,6,0.5,2,0.6931,Jeesukene (6); Jeesus (6)
5,Jesus / Christ,Viljandi,Estonia core/west,North Estonian,viP,12,Jeesus,12,1.0,1,-0.0,Jeesus (12)
5,Jesus / Christ,Sakkola,Finland/Savo-Karelia,Finnish,su,11,Jeesus,7,0.6363636363636364,2,0.6555,Jeesus (7); Jesus (4)
5,Jesus / Christ,Kiuruvesi,Finland/Savo-Karelia,Finnish,su,10,Jeesus,6,0.6,4,1.0889,Jeesus (6); Jeesuksen (2); Jesus (1); Kristus (1)
5,Jesus / Christ,Pärnu-Jaagupi,Estonia core/west,North Estonian,viP,10,Jeesus,7,0.7,2,0.6109,Jeesus (7); Jeesuke (3)
5,Jesus / Christ,Rautavaara,Finland/Savo-Karelia,Finnish,su,10,Jeesus,10,1.0,1,-0.0,Jeesus (10)
5,Jesus / Christ,Saarde,Estonia core/west,North Estonian,viP,10,Jeesus,6,0.6,2,0.673,Jeesus (6); Kristus (4)
5,Jesus / Christ,Östmark,Finland/Savo-Karelia,Finnish,su,10,Jeesus,8,0.8,2,0.5004,Jeesus (8); Kristus (2)
5,Jesus / Christ,Jõhvi,Estonia core/west,North Estonian,viP,9,Jeesus,9,1.0,1,-0.0,Jeesus (9)
5,Jesus / Christ,Kiihtelysvaara,Finland/Savo-Karelia,Finnish,su,9,Jeesus,5,0.5555555555555556,2,0.687,Jeesus (5); Jesus (4)
5,Jesus / Christ,Liperi,Finland/Savo-Karelia,Finnish,su,9,Jeesus,8,0.8888888888888888,2,0.3488,Jeesus (8); Jesus (1)
5,Jesus / Christ,Pielavesi,Finland/Savo-Karelia,Finnish,su,9,Jeesus,9,1.0,1,-0.0,Jeesus (9)
5,Jesus / Christ,Sodankylä,Finland/Savo-Karelia,Finnish,su,9,Jeesus,9,1.0,1,-0.0,Jeesus (9)
5,Jesus / Christ,Sortavala,East Karelia/Veps/Tver,Finnish,su,9,Jeesus,8,0.8888888888888888,2,0.3488,Jeesus (8); (proper noun) (1)
5,Jesus / Christ,Tarvastu,Estonia core/west,South Estonian,viE,9,Jeesus,3,0.3333333333333333,3,1.0986,Jeesus (3); Kristus (3); Other (3)
5,Jesus / Christ,Jällivaara,Finland/Savo-Karelia,Tornedalen Finnish,su,8,Jeesus,7,0.875,2,0.3768,Jeesus (7); Kristus (1)
5,Jesus / Christ,Kattila,Ingria,Votic,su,8,Jeesus,7,0.875,2,0.3768,Jeesus (7); Kristus (1)
5,Jesus / Christ,Kodavere,Estonia core/west,North Estonian,viP,8,Jeesus,5,0.625,2,0.6616,Jeesus (5); Kristus (3)
5,Jesus / Christ,Koeru,Estonia core/west,North Estonian,viP,8,Jeesus,8,1.0,1,-0.0,Jeesus (8)
5,Jesus / Christ,Kuhmoinen,Finland/Savo-Karelia,Finnish,su,8,Jeesus,3,0.375,3,1.0822,Jeesus (3); Jesus (3); Kristus (2)
5,Jesus / Christ,Nilsiä,Finland/Savo-Karelia,Finnish,su,8,Jeesus,7,0.875,2,0.3768,Jeesus (7); Kristus (1)
5,Jesus / Christ,Nurmes,Finland/Savo-Karelia,Finnish,su,8,Jeesus,7,0.875,2,0.3768,Jeesus (7); Jeesuksen (1)
5,Jesus / Christ,Rääkkylä,Finland/Savo-Karelia,Finnish,su,8,Jeesus,5,0.625,3,0.9003,Jeesus (5); Jesus (2); Kristus (1)
5,Jesus / Christ,Sangaste,Estonia core/west,South Estonian,viE,8,Jeesus,4,0.5,3,0.9743,Jeesus (4); Kristus (3); Other (1)
5,Jesus / Christ,Tulemajärvi,East Karelia/Veps/Tver,Livvi-Karelian,ka,8,Jeesus,4,0.5,3,0.9743,Jeesus (4); Kristus (3); Jesus (1)
5,Jesus / Christ,Uukuniemi,East Karelia/Veps/Tver,Finnish,su,8,Jesus,5,0.625,2,0.6616,Jesus (5); Jeesus (3)
5,Jesus / Christ,Haljala,Estonia core/west,North Estonian,viP,7,Jeesus,5,0.7142857142857143,3,0.7963,Jeesus (5); Jesus (1); Other (1)
5,Jesus / Christ,Hauho,Finland/Savo-Karelia,Finnish,su,7,Jeesus,5,0.7142857142857143,2,0.5983,Jeesus (5); Jesus (2)
5,Jesus / Christ,Jalasjärvi,Finland/Savo-Karelia,Finnish,su,7,Jeesus,6,0.8571428571428571,2,0.4101,Jeesus (6); Kristus (1)
5,Jesus / Christ,Kauhava,Finland/Savo-Karelia,Finnish,su,7,Jeesus,5,0.7142857142857143,3,0.7963,Jeesus (5); Jesus (1); Kristus (1)
5,Jesus / Christ,Kivijärvi,Finland/Savo-Karelia,Finnish,su,7,Jeesus,3,0.42857142857142855,3,1.0042,Jeesus (3); Jesus (3); Jeesuksen (1)
5,Jesus / Christ,Somero,Finland/Savo-Karelia,Finnish,su,7,Jeesus,4,0.5714285714285714,3,0.9557,Jeesus (4); Kristus (2); Jesus (1)
5,Jesus / Christ,Varpaisjärvi,Finland/Savo-Karelia,Finnish,su,7,Jeesus,7,1.0,1,-0.0,Jeesus (7)
5,Jesus / Christ,Vigala,Estonia core/west,North Estonian,viP,7,Jeesus,4,0.5714285714285714,2,0.6829,Jeesus (4); Kristus (3)
5,Jesus / Christ,Väike-Maarja,Estonia core/west,North Estonian,viP,7,Jeesus,6,0.8571428571428571,2,0.4101,Jeesus (6); Jeesukene (1)
5,Jesus / Christ,Isojoki,Finland/Savo-Karelia,Finnish,su,6,Jeesus,3,0.5,2,0.6931,Jeesus (3); Jesus (3)
5,Jesus / Christ,Jokioinen,Finland/Savo-Karelia,Finnish,su,6,Jeesus,5,0.8333333333333334,2,0.4506,Jeesus (5); Jeesuksen (1)
5,Jesus / Christ,Joroinen,Finland/Savo-Karelia,Finnish,su,6,Jeesus,5,0.8333333333333334,2,0.4506,Jeesus (5); Jesus (1)
5,Jesus / Christ,Juuka,Finland/Savo-Karelia,Finnish,su,6,Jeesus,5,0.8333333333333334,2,0.4506,Jeesus (5); Other (1)
5,Jesus / Christ,Kangasniemi,Finland/Savo-Karelia,Finnish,su,6,Jeesus,6,1.0,1,-0.0,Jeesus (6)
5,Jesus / Christ,Karkku,Finland/Savo-Karelia,Finnish,su,6,Jeesus,6,1.0,1,-0.0,Jeesus (6)
5,Jesus / Christ,Kemi,Finland/Savo-Karelia,Finnish,su,6,Jeesus,4,0.6666666666666666,2,0.6365,Jeesus (4); Kristus (2)
5,Jesus / Christ,Koivisto,Finland/Savo-Karelia,Finnish,su,6,Jeesus,6,1.0,1,-0.0,Jeesus (6)
5,Jesus / Christ,Kupanitsa,Ingria,Finnish,su,6,Jeesus,5,0.8333333333333334,2,0.4506,Jeesus (5); Jesus (1)
5,Jesus / Christ,Laiuse,Estonia core/west,North Estonian,viP,6,Kristus,4,0.6666666666666666,2,0.6365,Kristus (4); Jeesus (2)
5,Jesus / Christ,Loppi,Finland/Savo-Karelia,Finnish,su,6,Jeesus,5,0.8333333333333334,2,0.4506,Jeesus (5); Jesus (1)
5,Jesus / Christ,Lüganuse,Estonia core/west,North Estonian,viP,6,Jeesus,6,1.0,1,-0.0,Jeesus (6)
5,Jesus / Christ,Palamuse,Estonia core/west,North Estonian,viP,6,Jeesus,6,1.0,1,-0.0,Jeesus (6)
5,Jesus / Christ,Parkano,Finland/Savo-Karelia,Finnish,su,6,Jesus,4,0.6666666666666666,2,0.6365,Jesus (4); Jeesus (2)
5,Jesus / Christ,Suonenjoki,Finland/Savo-Karelia,Finnish,su,6,Jeesus,6,1.0,1,-0.0,Jeesus (6)
5,Jesus / Christ,Sysmä,Finland/Savo-Karelia,Finnish,su,6,Jesus,4,0.6666666666666666,3,0.8676,Jesus (4); Jeesus (1); Kristus (1)
5,Jesus / Christ,Asikkala,Finland/Savo-Karelia,Finnish,su,5,Jeesus,5,1.0,1,-0.0,Jeesus (5)
5,Jesus / Christ,Hartola,Finland/Savo-Karelia,Finnish,su,5,Jeesus,2,0.4,3,1.0549,Jeesus (2); Jesus (2); Kristus (1)
5,Jesus / Christ,Iisalmi,Finland/Savo-Karelia,Finnish,su,5,Jeesus,3,0.6,2,0.673,Jeesus (3); Jesus (2)
5,Jesus / Christ,Isokyrö,Finland/Savo-Karelia,Finnish,su,5,Jesus,3,0.6,2,0.673,Jesus (3); Jeesus (2)
5,Jesus / Christ,Jurva,Finland/Savo-Karelia,Finnish,su,5,Jeesus,5,1.0,1,-0.0,Jeesus (5)
5,Jesus / Christ,Maarja-Magdaleena,Estonia core/west,North Estonian,viP,5,Jeesus,3,0.6,2,0.673,Jeesus (3); Kristus (2)
5,Jesus / Christ,Mäntyharju,Finland/Savo-Karelia,Finnish,su,5,Jeesus,5,1.0,1,-0.0,Jeesus (5)
5,Jesus / Christ,Pajala,Finland/Savo-Karelia,Tornedalen Finnish,su,5,Jeesus,3,0.6,2,0.673,Jeesus (3); Jesus (2)
5,Jesus / Christ,Põltsamaa,Estonia core/west,North Estonian,viP,5,Jeesus,5,1.0,1,-0.0,Jeesus (5)
5,Jesus / Christ,Rannu,Estonia core/west,South Estonian,viE,5,Jeesus,3,0.6,2,0.673,Jeesus (3); Kristus (2)
5,Jesus / Christ,Rovaniemi,Finland/Savo-Karelia,Finnish,su,5,Jeesus,5,1.0,1,-0.0,Jeesus (5)
5,Jesus / Christ,Simuna,Estonia core/west,North Estonian,viP,5,Jeesus,5,1.0,1,-0.0,Jeesus (5)
5,Jesus / Christ,Skuoritsa,Ingria,Finnish,su,5,Jeesus,5,1.0,1,-0.0,Jeesus (5)
5,Jesus / Christ,Spankkova,Ingria,Finnish,su,5,Jeesus,5,1.0,1,-0.0,Jeesus (5)
5,Jesus / Christ,Türi,Estonia core/west,North Estonian,viP,5,Jeesus,2,0.4,3,1.0549,Jeesus (2); Kristus (2); Other (1)
5,Jesus / Christ,Venjoki,Ingria,Finnish,su,5,Jeesus,5,1.0,1,-0.0,Jeesus (5)
5,Jesus / Christ,Vähäkyrö,Finland/Savo-Karelia,Finnish,su,5,Kristus,3,0.6,2,0.673,Kristus (3); Jeesus (2)
5,Jesus / Christ,Brandval,Finland/Savo-Karelia,Finnish,su,4,Jesus,2,0.5,3,1.0397,Jesus (2); Jeesus (1); Kristus (1)
5,Jesus / Christ,Eno,Finland/Savo-Karelia,Finnish,su,4,Jeesus,3,0.75,2,0.5623,Jeesus (3); Jesus (1)
5,Jesus / Christ,Grue Finnskog,Finland/Savo-Karelia,Finnish,su,4,Jeesus,4,1.0,1,-0.0,Jeesus (4)
5,Jesus / Christ,Hattula,Finland/Savo-Karelia,Finnish,su,4,Jeesus,3,0.75,2,0.5623,Jeesus (3); Kristus (1)
5,Jesus / Christ,Hirvensalmi,Finland/Savo-Karelia,Finnish,su,4,Jeesus,4,1.0,1,-0.0,Jeesus (4)
5,Jesus / Christ,Kalvola,Finland/Savo-Karelia,Finnish,su,4,Jeesus,3,0.75,2,0.5623,Jeesus (3); Jesus (1)
5,Jesus / Christ,Kerimäki,Finland/Savo-Karelia,Finnish,su,4,Jeesus,3,0.75,2,0.5623,Jeesus (3); Jesus (1)
5,Jesus / Christ,Kestilä,Finland/Savo-Karelia,Finnish,su,4,Jeesus,4,1.0,1,-0.0,Jeesus (4)
5,Jesus / Christ,Kolga-Jaani,Estonia core/west,North Estonian,viP,4,Jeesus,4,1.0,1,-0.0,Jeesus (4)
5,Jesus / Christ,Kontiolahti,Finland/Savo-Karelia,Finnish,su,4,Jeesus,3,0.75,2,0.5623,Jeesus (3); Other (1)
5,Jesus / Christ,Koski Hl.,Finland/Savo-Karelia,Finnish,su,4,Jesus,4,1.0,1,-0.0,Jesus (4)
5,Jesus / Christ,Koski Tl.,Finland/Savo-Karelia,Finnish,su,4,Kristus,2,0.5,3,1.0397,Kristus (2); Jeesus (1); Kiesus (1)
5,Jesus / Christ,Kuopio,Finland/Savo-Karelia,Finnish,su,4,Jeesus,4,1.0,1,-0.0,Jeesus (4)
5,Jesus / Christ,Kuusamo,Finland/Savo-Karelia,Finnish,su,4,Jeesus,4,1.0,1,-0.0,Jeesus (4)
5,Jesus / Christ,Leppävirta,Finland/Savo-Karelia,Finnish,su,4,Jeesus,3,0.75,2,0.5623,Jeesus (3); Jesus (1)
5,Jesus / Christ,Luumäki,Finland/Savo-Karelia,Finnish,su,4,Jeesus,3,0.75,2,0.5623,Jeesus (3); Jesus (1)
5,Jesus / Christ,Piippola,Finland/Savo-Karelia,Finnish,su,4,Jesus,3,0.75,2,0.5623,Jesus (3); Jeesus (1)
5,Jesus / Christ,Rantasalmi,Finland/Savo-Karelia,Finnish,su,4,Jeesus,4,1.0,1,-0.0,Jeesus (4)
5,Jesus / Christ,Rantsila,Finland/Savo-Karelia,Finnish,su,4,Jeesus,4,1.0,1,-0.0,Jeesus (4)
5,Jesus / Christ,Rautu,Finland/Savo-Karelia,Finnish,su,4,Jeesus,4,1.0,1,-0.0,Jeesus (4)
5,Jesus / Christ,Risti,Estonia core/west,North Estonian,viP,4,Jeesuke,2,0.5,2,0.6931,Jeesuke (2); Jeesus (2)
5,Jesus / Christ,Sauvo,Finland/Savo-Karelia,Finnish,su,4,Jeesus,3,0.75,2,0.5623,Jeesus (3); Kristus (1)
5,Jesus / Christ,Sotkamo,Finland/Savo-Karelia,Finnish,su,4,Jeesus,4,1.0,1,-0.0,Jeesus (4)
5,Jesus / Christ,Södra Finnskoga,Finland/Savo-Karelia,Finnish,su,4,Jeesus,4,1.0,1,-0.0,Jeesus (4)
5,Jesus / Christ,Tuutari,Ingria,Finnish,su,4,Jesus,3,0.75,2,0.5623,Jesus (3); Jeesus (1)
5,Jesus / Christ,Tyrvää,Finland/Savo-Karelia,Finnish,su,4,Jeesus,4,1.0,1,-0.0,Jeesus (4)
