feature_rank_by_size,semantic_name_group,english_variant,area_name,macroRegion,langLabel,langCode,county,place_name,p_id,v_id,v_pos,w_pos,word,word_normalised,local_lemma,standard_lemma,root,word_in_english
3,John / Jaan / Jussi / Hans,Jussi,Leppävirta,Finland/Savo-Karelia,Finnish,su,Pohjois-Savo,Leppävirta,221010,3044694,3,1,jussi,Jussi,Jussi,Jussi,Jussi,Jussi
7,Peter / Pietari / Peeter,Peter,Leppävirta,Finland/Savo-Karelia,Finnish,su,Pohjois-Savo,Leppävirta,221032,2994779,6,1,pietari,Pietari,Pietari,Pietari,Greek Petros,Peter
6,Anna / Anne / Ann / Anni,Anni/Annie,Leppävirta,Finland/Savo-Karelia,Finnish,su,Pohjois-Savo,Leppävirta,221168,3044925,1,1,Annikin,Annikin,Anni-kin,Anni-kin,Anna & -kin,Anni
7,Peter / Pietari / Peeter,Pekka/Pekko,Siilinjärvi,Finland/Savo-Karelia,Finnish,su,Pohjois-Savo,Siilinjärvi,221300,778823,3,1,pekka,Pekka,Pekka,Pekka,(proper name),Pekka
3,John / Jaan / Jussi / Hans,Jussi,Siilinjärvi,Finland/Savo-Karelia,Finnish,su,Pohjois-Savo,Siilinjärvi,221300,3044694,4,1,jussi,Jussi,Jussi,Jussi,(proper name),Jussi
5,Jesus / Christ,Jesus,Kuopio,Finland/Savo-Karelia,Finnish,su,Pohjois-Savo,Kuopio,221302,3045350,4,1,jeesus,Jeesus,Jeesus,Jeesus,(loan),Jesus
5,Jesus / Christ,Jesus,Rautavaara,Finland/Savo-Karelia,Finnish,su,Pohjois-Karjala,Rautavaara,221319,3045438,8,2,jeesuksen,Jeesuksen,jeesuksen,Jeesus,Jeesus,Jesus's
5,Jesus / Christ,Jesus,Suonenjoki,Finland/Savo-Karelia,Finnish,su,Pohjois-Savo,Suonenjoki,221325,3045474,3,1,jeesus,Jeesus,Jeesus,Jeesus,Biblical borrowing (Greek/Latin),Jesus
3,John / Jaan / Jussi / Hans,Jussi,Leppävirta,Finland/Savo-Karelia,Finnish,su,Pohjois-Savo,Leppävirta,221364,3045749,20,1,jussi,Jussi,Jussi,Jussi,Jussi,Jussi
1,Mary / Maria / Maarja / Mari,Mary,Kuopio,Finland/Savo-Karelia,Finnish,su,Pohjois-Savo,Kuopio,221376,3046071,3,2,mariaan,Mariaan,Maria,Maria,Maria (Biblical name),Mary
1,Mary / Maria / Maarja / Mari,Mary,Kuopio,Finland/Savo-Karelia,Finnish,su,Pohjois-Savo,Kuopio,221376,3046072,4,1,mariasta,Mariasta,Maria,Maria,Maria (Biblical name),from Mary
6,Anna / Anne / Ann / Anni,Anni/Annie,Kuopio,Finland/Savo-Karelia,Finnish,su,Pohjois-Savo,Kuopio,221388,2971566,1,1,Annin,Annin,Anni,Anni,Anna,Anni
6,Anna / Anne / Ann / Anni,Anni/Annie,Kuopio,Finland/Savo-Karelia,Finnish,su,Pohjois-Savo,Kuopio,221389,3046109,1,1,Annin,Annin,antaa (dialectal stem) / Anni,antaa/Anni,antaa (give) & Anni (proper noun),Anni/Given
7,Peter / Pietari / Peeter,Pekka/Pekko,Kuopio,Finland/Savo-Karelia,Finnish,su,Pohjois-Savo,Kuopio,221424,3046197,1,5,pekkakin,Pekkakin,Pekka,Pekka,Pekka (name) + -kin,Pekka too
1,Mary / Maria / Maarja / Mari,Maija/Maie,Leppävirta,Finland/Savo-Karelia,Finnish,su,Pohjois-Savo,Leppävirta,221491,3046408,5,2,maija,Maija,Maija,Maija,(loan),Maija (name)
6,Anna / Anne / Ann / Anni,Anna,Taivalkoski,Finland/Savo-Karelia,Finnish,su,Kainuu,Taivalkoski,221589,3046952,7,1,Annin,Annin,Annin,Anna,Anna,Anna's
3,John / Jaan / Jussi / Hans,John/St John,Tuupovaara,Finland/Savo-Karelia,Finnish,su,Pohjois-Karjala,Tuupovaara,221623,3047426,57,1,juhanalle,Juhanalle,Juhana,Juhana,Juhanalle,to-John
3,John / Jaan / Jussi / Hans,Jussi,Forssa,Finland/Savo-Karelia,Finnish,su,Häme,Forssa,221676,3048583,2,1,Jussi,Jussi,Jussi,Jussi,Jussi (proper noun),Jussi
1,Mary / Maria / Maarja / Mari,Maija/Maie,Tammela,Finland/Savo-Karelia,Finnish,su,Häme,Tammela,221688,3048637,1,4,maija,Maija,Maija,Maija,Maria (via Russian Мария),Maija
1,Mary / Maria / Maarja / Mari,Mary,Forssa,Finland/Savo-Karelia,Finnish,su,Häme,Forssa,221701,3048756,2,6,Maarian,Maarian,Maaria,Maaria,Biblical Maria,Mary's
6,Anna / Anne / Ann / Anni,Anu,Suistamo,East Karelia/Veps/Tver,Livvi-Karelian,ka,Laatokan Karjala (Raja-Karjala),Suistamo,221862,3050421,1,1,Anu,Anu,Anu,Anu,Ann (hypocoristic),Anu
7,Peter / Pietari / Peeter,Peter,Suistamo,East Karelia/Veps/Tver,Livvi-Karelian,ka,Laatokan Karjala (Raja-Karjala),Suistamo,221868,3050505,4,2,Pekka,Pekka,Pekka,Pekka,Pekka,Peter
5,Jesus / Christ,Jesus,Suojärvi,East Karelia/Veps/Tver,Finnish,su,Laatokan Karjala (Raja-Karjala),Suojärvi,221892,551503,7,2,jiesuksen,Jeesuksen,Jiesus,Jeesus,Jesus (loan),Jesus's
1,Mary / Maria / Maarja / Mari,Mary,Suistamo,East Karelia/Veps/Tver,Livvi-Karelian,ka,Laatokan Karjala (Raja-Karjala),Suistamo,221901,3050923,28,2,muaria,Maria,Muaria,Maria,Maria,Mary
1,Mary / Maria / Maarja / Mari,Mary,Taipalsaari,Finland/Savo-Karelia,Finnish,su,Etelä-Savo,Taipalsaari,221966,1005474,3,3,maariaan,Maariaan,Maaria,Maaria,Maaria (Mary),into Mary
1,Mary / Maria / Maarja / Mari,Mary,Taipalsaari,Finland/Savo-Karelia,Finnish,su,Etelä-Savo,Taipalsaari,221966,2995563,4,1,maariasta,Maariasta,Maaria,Maaria,Maaria,from Mary
5,Jesus / Christ,Jesus,Taipalsaari,Finland/Savo-Karelia,Finnish,su,Etelä-Savo,Taipalsaari,222003,3051461,3,2,kiesus,Jeesus,kiesus,Jeesus,Jeesus,Jesus
7,Peter / Pietari / Peeter,Peter,Taipalsaari,Finland/Savo-Karelia,Finnish,su,Etelä-Savo,Taipalsaari,222022,570927,6,2,pietari,Pietari,Pietari,Pietari,Pietari,Peter
4,Catherine / Kadri / Katri,Kaisa/Kaie,Hirvensalmi,Finland/Savo-Karelia,Finnish,su,Etelä-Savo,Hirvensalmi,222036,3051591,2,1,kaisa,Kaisa,Kaisa,Kaisa,Greek Aikaterine,Kaisa
7,Peter / Pietari / Peeter,Peter,Hirvensalmi,Finland/Savo-Karelia,Finnish,su,Etelä-Savo,Hirvensalmi,222156,3051910,4,2,pietari,Pietari,Pietari,Pietari,Pietari,Peter
4,Catherine / Kadri / Katri,Katri/Katrina,Hirvensalmi,Finland/Savo-Karelia,Finnish,su,Etelä-Savo,Hirvensalmi,222167,3051941,3,1,Katri,Katri,Katri,Katri,Katri (given name),Katri
6,Anna / Anne / Ann / Anni,Ann,Korpiselkä,East Karelia/Veps/Tver,Karelian Proper,ka,Laatokan Karjala (Raja-Karjala),Korpiselkä,222175,3052062,15,1,annille,Annille,Annille,Ann,Ann (proper noun),to Ann
10,Lemminkäinen,Lemminkäinen,Suistamo,East Karelia/Veps/Tver,Livvi-Karelian,ka,Laatokan Karjala (Raja-Karjala),Suistamo,222193,3052391,18,4,lemminkäistä,Lemminkäistä,lemminkäistä,Lemminkäinen,Proper name,Lemminkäinen
10,Lemminkäinen,Lemminkäinen,Suistamo,East Karelia/Veps/Tver,Livvi-Karelian,ka,Laatokan Karjala (Raja-Karjala),Suistamo,222193,652412,19,1,lemminkäin,Lemminkäisen,lemminkäin,Lemminkäinen,Proper name,Lemminkäinen's
10,Lemminkäinen,Lemminkäinen,Suistamo,East Karelia/Veps/Tver,Livvi-Karelian,ka,Laatokan Karjala (Raja-Karjala),Suistamo,222193,3052394,22,3,lemminkäine,Lemminkäinen,lemminkäine,Lemminkäinen,Proper name,Lemminkäinen
10,Lemminkäinen,Lemminkäinen,Suistamo,East Karelia/Veps/Tver,Livvi-Karelian,ka,Laatokan Karjala (Raja-Karjala),Suistamo,222193,652830,67,1,lemminkäisen,Lemminkäisen,lemminkäisen,Lemminkäinen,Proper name,Lemminkäinen's
10,Lemminkäinen,Lemminkäinen,Suistamo,East Karelia/Veps/Tver,Livvi-Karelian,ka,Laatokan Karjala (Raja-Karjala),Suistamo,222193,3052440,72,2,lemminkäin,Lemminkäisen,lemminkäin,Lemminkäinen,Proper name,Lemminkäinen's
10,Lemminkäinen,Lemminkäinen,Suistamo,East Karelia/Veps/Tver,Livvi-Karelian,ka,Laatokan Karjala (Raja-Karjala),Suistamo,222193,651157,91,1,lemminkäisen,Lemminkäisen,lemminkäisen,Lemminkäinen,Proper name,Lemminkäinen's
10,Lemminkäinen,Lemminkäinen,Suistamo,East Karelia/Veps/Tver,Livvi-Karelian,ka,Laatokan Karjala (Raja-Karjala),Suistamo,222193,3052455,96,2,lemminkäin,Lemminkäisen,lemminkäin,Lemminkäinen,Proper name,Lemminkäinen's
10,Lemminkäinen,Lemminkäinen,Suistamo,East Karelia/Veps/Tver,Livvi-Karelian,ka,Laatokan Karjala (Raja-Karjala),Suistamo,222193,3052467,111,2,lemminkäin,Lemminkäisen,lemminkäin,Lemminkäinen,Proper name,Lemminkäinen's
4,Catherine / Kadri / Katri,Katri/Katrina,Venjoki,Ingria,Finnish,su,Keski-Inkeri,Venjoki,222271,3053445,2,1,katrina,Katriina,Katriina,Katriina,Katharina (via Slavic),Katrina
7,Peter / Pietari / Peeter,Peter,Venjoki,Ingria,Finnish,su,Keski-Inkeri,Venjoki,222274,3053469,4,2,pietari,Pietari,Pietari,Pietari,Greek Petros,Peter
7,Peter / Pietari / Peeter,Peter,Venjoki,Ingria,Finnish,su,Keski-Inkeri,Venjoki,222281,3053498,6,4,pietari,Pietari,Pietari,Pietari,Pietari (proper noun),Peter
7,Peter / Pietari / Peeter,Petteri/Pietari,Kaavi,Finland/Savo-Karelia,Finnish,su,Pohjois-Karjala,Kaavi,222328,3053860,2,3,pietariin,Pietariin,Pietari,Pietari,Pietari,to Pietari
7,Peter / Pietari / Peeter,Pekka/Pekko,Sonkajärvi,Finland/Savo-Karelia,Finnish,su,Pohjois-Savo,Sonkajärvi,222360,3054367,3,1,pekka,Pekka,Pekka,Pekka,Pekka (name),Pekka
3,John / Jaan / Jussi / Hans,Jussi,Sonkajärvi,Finland/Savo-Karelia,Finnish,su,Pohjois-Savo,Sonkajärvi,222360,3054371,7,1,jussi,Jussi,Jussi,Jussi,Jussi (name),Jussi
6,Anna / Anne / Ann / Anni,Anna,Sonkajärvi,Finland/Savo-Karelia,Finnish,su,Pohjois-Savo,Sonkajärvi,222360,3054380,16,2,annapa,Annapa,annapa,Anna,Anna + -pa,Anna-EMP
10,Lemminkäinen,Lemminkäinen,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222397,3054766,1,4,lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen
6,Anna / Anne / Ann / Anni,Anni/Annie,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222401,3054921,1,1,anni,Anni,Anni,Anni,Ann (Germanic),Anni
8,Väinämöinen,Väinämöinen,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222401,3054933,15,4,väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen
8,Väinämöinen,Väinö/Väinämö,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222401,3054938,20,3,väinö,Väinö,Väinö,Väinö,Väinämöinen,Väinö
8,Väinämöinen,Väinämöinen,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222401,9452,23,3,väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen
8,Väinämöinen,Väinämöinen,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222401,9452,27,3,väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen
8,Väinämöinen,Väinö/Väinämö,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222401,3054946,33,4,väinö,Väinö,Väinö,Väinö,Väinämöinen,Väinö
1,Mary / Maria / Maarja / Mari,Mary,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222430,3055211,7,1,moarie,Moarie,Moarie,Maria,Maria & -ie,Mary
6,Anna / Anne / Ann / Anni,Anni/Annie,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222436,28224,1,1,Anni,Anni,Anni,Anni,Ann- (proper noun),Anni
6,Anna / Anne / Ann / Anni,Anni/Annie,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222461,3005758,1,1,Anni,Anni,Anni,Anni,Anna,Anni
1,Mary / Maria / Maarja / Mari,Mari,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222485,3056054,3,2,mari,Mari,Mari,Mari,(proper name),Mari
1,Mary / Maria / Maarja / Mari,Mari,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222485,3056058,8,2,mari,Mari,Mari,Mari,(proper name),Mari
8,Väinämöinen,Väinämöinen,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222502,629689,1,4,väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen
8,Väinämöinen,Väinämöinen,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222502,18408,15,4,väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen
8,Väinämöinen,Väinämöinen,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222502,3056532,31,4,väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen
8,Väinämöinen,Väinämöinen,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222502,3056535,40,1,väinämöiselle,Väinämöiselle,Väinämöinen,Väinämöinen,Väinämöinen,to Väinämöinen
8,Väinämöinen,Väinämöinen,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222502,939958,44,2,väinämöistä,Väinämöistä,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen
8,Väinämöinen,Väinämöinen,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222522,6024,4,3,väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Proper noun,Väinämöinen
6,Anna / Anne / Ann / Anni,Anni/Annie,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222545,171996,1,1,anni,Anni,Anni,Anni,Ann (proper noun),Anni
6,Anna / Anne / Ann / Anni,Anni/Annie,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222545,2900329,11,1,anni,Anni,Anni,Anni,Ann (proper noun),Anni
6,Anna / Anne / Ann / Anni,Anni/Annie,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222545,2900329,18,1,anni,Anni,Anni,Anni,Ann (proper noun),Anni
6,Anna / Anne / Ann / Anni,Anni/Annie,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222545,3057071,26,1,anni,Anni,Anni,Anni,Ann (proper noun),Anni
6,Anna / Anne / Ann / Anni,Anni/Annie,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222545,3057071,30,1,anni,Anni,Anni,Anni,Ann (proper noun),Anni
6,Anna / Anne / Ann / Anni,Anni/Annie,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222545,3057071,37,1,anni,Anni,Anni,Anni,Ann (proper noun),Anni
5,Jesus / Christ,Jesus,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222551,152198,15,2,jeesuksen,Jeesuksen,Jeesus+en,Jeesus,Jeesus,Jesus's
5,Jesus / Christ,Jesus,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222551,152198,19,2,jeesuksen,Jeesuksen,Jeesus+en,Jeesus,Jeesus,Jesus's
5,Jesus / Christ,Jesus,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222551,152198,26,2,jeesuksen,Jeesuksen,Jeesus+en,Jeesus,Jeesus,Jesus's
5,Jesus / Christ,Jesus,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222551,152198,30,2,jeesuksen,Jeesuksen,Jeesus+en,Jeesus,Jeesus,Jesus's
8,Väinämöinen,Väinämöinen,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222575,118965,3,3,väinämöisen,Väinämöisen,Väinämöinen,Väinämöinen,Väinämöinen,of Väinämöinen
1,Mary / Maria / Maarja / Mari,Maija/Maie,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222580,3057586,4,1,maijon,maijon,maijo,maija,maija,Maija's
5,Jesus / Christ,Jesus,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222586,3057634,11,2,jeesuksen,Jeesuksen,Jeessun,Jeesus,Jeesus,Jesus's
1,Mary / Maria / Maarja / Mari,Mary,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222586,3057635,12,1,maarian,Marian,Maarian,Maria,Maria,Mary's
7,Peter / Pietari / Peeter,Petteri/Pietari,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222589,3057720,40,1,petteri,Petteri,petteri,Petteri,Petteri (name),Petteri
5,Jesus / Christ,Jesus,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222590,152198,13,2,jeesuksen,Jeesuksen,Jeesus,Jeesus,Jeesus,Jesus's
5,Jesus / Christ,Jesus,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222590,152198,28,2,jeesuksen,Jeesuksen,Jeesus,Jeesus,Jeesus,Jesus's
7,Peter / Pietari / Peeter,Peter,Porajärvi,East Karelia/Veps/Tver,Karelian Proper,kaV,Aunus,Porajärvi,222637,3058423,1,2,Pedru,Pietari,Pedru,Pietari,Petrus,Peter
5,Jesus / Christ,Jesus,Porajärvi,East Karelia/Veps/Tver,Karelian Proper,kaV,Aunus,Porajärvi,222686,3058715,12,3,jeesuksen,Jeesuksen,Jeesus,Jeesus,Jeesus,of Jesus
6,Anna / Anne / Ann / Anni,Ann,Kontokki,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Kontokki,222733,16263,1,1,anni,Anni,Anni,Anni,Anna (diminutive),Ann
10,Lemminkäinen,Lemminkäinen,Kiimaisjärvi,East Karelia/Veps/Tver,Karelian Proper,ka,Aunus,Kiimaisjärvi,222749,3052391,13,4,lemminkäistä,Lemminkäistä,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen
10,Lemminkäinen,Lemminkäinen,Kiimaisjärvi,East Karelia/Veps/Tver,Karelian Proper,ka,Aunus,Kiimaisjärvi,222749,3059018,16,4,lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen
10,Lemminkäinen,Lemminkäinen,Kiimaisjärvi,East Karelia/Veps/Tver,Karelian Proper,ka,Aunus,Kiimaisjärvi,222749,3055677,30,1,lemminkäisen,Lemminkäisen,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen's
10,Lemminkäinen,Lemminkäinen,Kiimaisjärvi,East Karelia/Veps/Tver,Karelian Proper,ka,Aunus,Kiimaisjärvi,222749,3055677,37,1,lemminkäisen,Lemminkäisen,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen's
10,Lemminkäinen,Lemminkäinen,Kiimaisjärvi,East Karelia/Veps/Tver,Karelian Proper,ka,Aunus,Kiimaisjärvi,222749,3059033,38,1,lemminkäini,Lemminkäinen,Lemminkäini,Lemminkäinen,Lemminkäinen,Lemminkäinen
10,Lemminkäinen,Lemminkäinen,Kiimaisjärvi,East Karelia/Veps/Tver,Karelian Proper,ka,Aunus,Kiimaisjärvi,222749,3059035,42,2,lemminkäisen,Lemminkäisen,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen's
10,Lemminkäinen,Lemminkäinen,Kiimaisjärvi,East Karelia/Veps/Tver,Karelian Proper,ka,Aunus,Kiimaisjärvi,222749,3059048,60,3,lemminkäisen,Lemminkäisen,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen's
10,Lemminkäinen,Lemminkäinen,Kiimaisjärvi,East Karelia/Veps/Tver,Karelian Proper,ka,Aunus,Kiimaisjärvi,222749,3056767,72,1,lemminkäisen,Lemminkäisen,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen's
10,Lemminkäinen,Lemminkäinen,Kiimaisjärvi,East Karelia/Veps/Tver,Karelian Proper,ka,Aunus,Kiimaisjärvi,222749,3059048,82,3,lemminkäisen,Lemminkäisen,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen's
10,Lemminkäinen,Lemminkäinen,Kiimaisjärvi,East Karelia/Veps/Tver,Karelian Proper,ka,Aunus,Kiimaisjärvi,222749,3059077,97,4,lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen
10,Lemminkäinen,Lemminkäinen,Kiimaisjärvi,East Karelia/Veps/Tver,Karelian Proper,ka,Aunus,Kiimaisjärvi,222749,3059018,104,4,lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen
10,Lemminkäinen,Lemminkäinen,Kiimaisjärvi,East Karelia/Veps/Tver,Karelian Proper,ka,Aunus,Kiimaisjärvi,222749,3059089,115,4,lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen
10,Lemminkäinen,Lemminkäinen,Kiimaisjärvi,East Karelia/Veps/Tver,Karelian Proper,ka,Aunus,Kiimaisjärvi,222749,3059130,168,3,lemminkäistä,Lemminkäistä,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen
10,Lemminkäinen,Lemminkäinen,Kiimaisjärvi,East Karelia/Veps/Tver,Karelian Proper,ka,Aunus,Kiimaisjärvi,222749,3059018,179,4,lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen
8,Väinämöinen,Väinämöinen,Kiimaisjärvi,East Karelia/Veps/Tver,Karelian Proper,ka,Aunus,Kiimaisjärvi,222752,105462,3,2,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen
8,Väinämöinen,Väinämöinen,Kiimaisjärvi,East Karelia/Veps/Tver,Karelian Proper,ka,Aunus,Kiimaisjärvi,222754,3059274,1,1,väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen (proper noun),Väinämöinen
8,Väinämöinen,Väinämöinen,Kiimaisjärvi,East Karelia/Veps/Tver,Karelian Proper,ka,Aunus,Kiimaisjärvi,222758,3059222,1,4,väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen
5,Jesus / Christ,Jesus,Kiimaisjärvi,East Karelia/Veps/Tver,Karelian Proper,ka,Aunus,Kiimaisjärvi,222773,947997,2,2,Jeesus,Jeesus,Jeesus,Jeesus,Ἰησοῦς (Greek),Jesus
1,Mary / Maria / Maarja / Mari,Mary,Kiimaisjärvi,East Karelia/Veps/Tver,Karelian Proper,ka,Aunus,Kiimaisjärvi,222773,96405,3,2,Moarie,Moarie,Moaria,Maria,Maria (Latin/Greek),Mary
1,Mary / Maria / Maarja / Mari,Mary,Kontokki,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Kontokki,222822,73181,2,2,moarie,Marian,Moari,Maria,Maria,Mary
6,Anna / Anne / Ann / Anni,Anni/Annie,Kontokki,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Kontokki,222855,28224,1,1,Anni,Anni,Anni,Anni,Anna + -i (diminutive),Anni
8,Väinämöinen,Väinämöinen,Kontokki,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Kontokki,222858,3060272,1,1,väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen
6,Anna / Anne / Ann / Anni,Anni/Annie,Kontokki,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Kontokki,222875,171996,1,1,anni,Anni,Anni,Anni,Anni,Anni
8,Väinämöinen,Väinämöinen,Kontokki,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Kontokki,222884,709033,1,3,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen (proper noun),Väinämöinen
10,Lemminkäinen,Lemminkäinen,Kontokki,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Kontokki,222893,46652,1,1,lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen
10,Lemminkäinen,Lemminkäinen,Kontokki,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Kontokki,222893,3056767,18,1,lemminkäisen,Lemminkäisen,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen's
1,Mary / Maria / Maarja / Mari,Mary,Kontokki,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Kontokki,222902,3060913,20,2,moarie,Maaria,Moarie,Maaria,Maria,Mary
5,Jesus / Christ,Jesus,Kontokki,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Kontokki,222902,137863,46,2,jiesuksen,Jeesuksen,Jeesus,Jeesus,Jeesus,Jesus's
8,Väinämöinen,Väinämöinen,Kontokki,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Kontokki,222915,118965,2,3,väinämöisen,Väinämöisen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen's
8,Väinämöinen,Väinämöinen,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222920,146134,1,4,väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen
8,Väinämöinen,Väinämöinen,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222920,6024,16,3,väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen
8,Väinämöinen,Väinämöinen,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Viena,Vuokkiniemi,222920,3061128,35,2,väinämöiselle,Väinämöiselle,Väinämöinen,Väinämöinen,Väinämöinen,to Väinämöinen
